id_cliente,id_cuenta,tipo
C101305,C101305-T3,TC
C101306,C101306-T1,TC
C101307,C101307-T1,TC
C101308,C101308-T1,TC
C101309,C101309-T1,TC
C101309,C101309-T2,TC
C101310,C101310-T1,TC
C101310,C101310-T2,TC
C101310,C101310-T3,TC
C101311,C101311-T1,TC
C101311,C101311-T2,TC
C101312,C101312-T1,TC
C101313,C101313-T1,TC
C101313,C101313-T2,TC
C101314,C101314-T1,TC
C101315,C101315-T1,TC
C101316,C101316-T1,TC
C101316,C101316-T2,TC
C101317,C101317-T1,TC
C101317,C101317-T2,TC
C101317,C101317-T3,TC
C101318,C101318-T1,TC
C101318,C101318-T2,TC
C101319,C101319-T1,TC
C101320,C101320-T1,TC
C101321,C101321-T1,TC
C101321,C101321-T2,TC
C101322,C101322-T1,TC
C101323,C101323-T1,TC
C101323,C101323-T2,TC
C101324,C101324-T1,TC
C101325,C101325-T1,TC
C101325,C101325-T2,TC
C101326,C101326-T1,TC
C101327,C101327-T1,TC
C101328,C101328-T1,TC
C101328,C101328-T2,TC
C101329,C101329-T1,TC
C101329,C101329-T2,TC
C101330,C101330-T1,TC
C101330,C101330-T2,TC
C101330,C101330-T3,TC
C101331,C101331-T1,TC
C101331,C101331-T2,TC
C101332,C101332-T1,TC
C101333,C101333-T1,TC
C101334,C101334-T1,TC
C101334,C101334-T2,TC
C101335,C101335-T1,TC
C101336,C101336-T1,TC
C101336,C101336-T2,TC
C101337,C101337-T1,TC
C101337,C101337-T2,TC
C101338,C101338-T1,TC
C101338,C101338-T2,TC
C101339,C101339-T1,TC
C101340,C101340-T1,TC
C101341,C101341-T1,TC
C101341,C101341-T2,TC
C101342,C101342-T1,TC
C101342,C101342-T2,TC
C101343,C101343-T1,TC
C101344,C101344-T1,TC
C101345,C101345-T1,TC
C101346,C101346-T1,TC
C101346,C101346-T2,TC
C101347,C101347-T1,TC
C101348,C101348-T1,TC
C101349,C101349-T1,TC
C101350,C101350-T1,TC
C101350,C101350-T2,TC
C101350,C101350-T3,TC
C101351,C101351-T1,TC
C101352,C101352-T1,TC
C101353,C101353-T1,TC
C101353,C101353-T2,TC
C101354,C101354-T1,TC
C101355,C101355-T1,TC
C101356,C101356-T1,TC
C101356,C101356-T2,TC
C101357,C101357-T1,TC
C101357,C101357-T2,TC
C101358,C101358-T1,TC
C101359,C101359-T1,TC
C101360,C101360-T1,TC
C101361,C101361-T1,TC
C101362,C101362-T1,TC
C101363,C101363-T1,TC
C101364,C101364-T1,TC
C101365,C101365-T1,TC
C101365,C101365-T2,TC
C101366,C101366-T1,TC
C101367,C101367-T1,TC
C101368,C101368-T1,TC
C101368,C101368-T2,TC
C101369,C101369-T1,TC
C101369,C101369-T2,TC
C101370,C101370-T1,TC
C101371,C101371-T1,TC
C101372,C101372-T1,TC
C101373,C101373-T1,TC
C101374,C101374-T1,TC
C101375,C101375-T1,TC
C101376,C101376-T1,TC
C101377,C101377-T1,TC
C101377,C101377-T2,TC
C101378,C101378-T1,TC
C101378,C101378-T2,TC
C101378,C101378-T3,TC
C101379,C101379-T1,TC
C101380,C101380-T1,TC
C101381,C101381-T1,TC
C101382,C101382-T1,TC
C101383,C101383-T1,TC
C101384,C101384-T1,TC
C101385,C101385-T1,TC
C101386,C101386-T1,TC
C101387,C101387-T1,TC
C101387,C101387-T2,TC
C101388,C101388-T1,TC
C101388,C101388-T2,TC
C101388,C101388-T3,TC
C101389,C101389-T1,TC
C101389,C101389-T2,TC
C101389,C101389-T3,TC
C101390,C101390-T1,TC
C101390,C101390-T2,TC
C101391,C101391-T1,TC
C101391,C101391-T2,TC
C101392,C101392-T1,TC
C101393,C101393-T1,TC
C101394,C101394-T1,TC
C101395,C101395-T1,TC
C101396,C101396-T1,TC
C101396,C101396-T2,TC
C101397,C101397-T1,TC
C101398,C101398-T1,TC
C101399,C101399-T1,TC
C101400,C101400-T1,TC
C101400,C101400-T2,TC
C101401,C101401-T1,TC
C101401,C101401-T2,TC
C101402,C101402-T1,TC
C101403,C101403-T1,TC
C101403,C101403-T2,TC
C101404,C101404-T1,TC
C101405,C101405-T1,TC
C101405,C101405-T2,TC
C101405,C101405-T3,TC
C101406,C101406-T1,TC
C101406,C101406-T2,TC
C101406,C101406-T3,TC
C101407,C101407-T1,TC
C101408,C101408-T1,TC
C101409,C101409-T1,TC
C101410,C101410-T1,TC
C101410,C101410-T2,TC
C101410,C101410-T3,TC
C101411,C101411-T1,TC
C101411,C101411-T2,TC
C101412,C101412-T1,TC
C101413,C101413-T1,TC
C101414,C101414-T1,TC
C101415,C101415-T1,TC
C101416,C101416-T1,TC
C101417,C101417-T1,TC
C101417,C101417-T2,TC
C101418,C101418-T1,TC
C101419,C101419-T1,TC
C101420,C101420-T1,TC
C101421,C101421-T1,TC
C101422,C101422-T1,TC
C101422,C101422-T2,TC
C101423,C101423-T1,TC
C101424,C101424-T1,TC
C101425,C101425-T1,TC
C101426,C101426-T1,TC
C101427,C101427-T1,TC
C101427,C101427-T2,TC
C101428,C101428-T1,TC
C101428,C101428-T2,TC
C101429,C101429-T1,TC
C101430,C101430-T1,TC
C101430,C101430-T2,TC
C101431,C101431-T1,TC
C101431,C101431-T2,TC
C101432,C101432-T1,TC
C101433,C101433-T1,TC
C101434,C101434-T1,TC
C101435,C101435-T1,TC
C101436,C101436-T1,TC
C101437,C101437-T1,TC
C101437,C101437-T2,TC
C101438,C101438-T1,TC
C101438,C101438-T2,TC
C101439,C101439-T1,TC
C101440,C101440-T1,TC
C101440,C101440-T2,TC
C101441,C101441-T1,TC
C101442,C101442-T1,TC
C101443,C101443-T1,TC
C101444,C101444-T1,TC
C101445,C101445-T1,TC
C101446,C101446-T1,TC
C101447,C101447-T1,TC
C101447,C101447-T2,TC
C101448,C101448-T1,TC
C101449,C101449-T1,TC
C101450,C101450-T1,TC
C101451,C101451-T1,TC
C101452,C101452-T1,TC
C101452,C101452-T2,TC
C101453,C101453-T1,TC
C101454,C101454-T1,TC
C101454,C101454-T2,TC
C101455,C101455-T1,TC
C101456,C101456-T1,TC
C101457,C101457-T1,TC
C101458,C101458-T1,TC
C101458,C101458-T2,TC
C101458,C101458-T3,TC
C101459,C101459-T1,TC
C101459,C101459-T2,TC
C101460,C101460-T1,TC
C101460,C101460-T2,TC
C101461,C101461-T1,TC
C101462,C101462-T1,TC
C101463,C101463-T1,TC
C101463,C101463-T2,TC
C101464,C101464-T1,TC
C101464,C101464-T2,TC
C101464,C101464-T3,TC
C101465,C101465-T1,TC
C101466,C101466-T1,TC
C101467,C101467-T1,TC
C101468,C101468-T1,TC
C101468,C101468-T2,TC
C101469,C101469-T1,TC
C101470,C101470-T1,TC
C101471,C101471-T1,TC
C101471,C101471-T2,TC
C101472,C101472-T1,TC
C101472,C101472-T2,TC
C101473,C101473-T1,TC
C101474,C101474-T1,TC
C101474,C101474-T2,TC
C101475,C101475-T1,TC
C101476,C101476-T1,TC
C101477,C101477-T1,TC
C101478,C101478-T1,TC
C101479,C101479-T1,TC
C101479,C101479-T2,TC
C101480,C101480-T1,TC
C101481,C101481-T1,TC
C101481,C101481-T2,TC
C101482,C101482-T1,TC
C101483,C101483-T1,TC
C101484,C101484-T1,TC
C101484,C101484-T2,TC
C101485,C101485-T1,TC
C101485,C101485-T2,TC
C101486,C101486-T1,TC
C101487,C101487-T1,TC
C101487,C101487-T2,TC
C101488,C101488-T1,TC
C101488,C101488-T2,TC
C101489,C101489-T1,TC
C101490,C101490-T1,TC
C101491,C101491-T1,TC
C101492,C101492-T1,TC
C101492,C101492-T2,TC
C101493,C101493-T1,TC
C101493,C101493-T2,TC
C101494,C101494-T1,TC
C101495,C101495-T1,TC
C101496,C101496-T1,TC
C101497,C101497-T1,TC
C101498,C101498-T1,TC
C101498,C101498-T2,TC
C101499,C101499-T1,TC
C101499,C101499-T2,TC
C101500,C101500-T1,TC
C101501,C101501-T1,TC
C101502,C101502-T1,TC
C101503,C101503-T1,TC
C101504,C101504-T1,TC
C101504,C101504-T2,TC
C101504,C101504-T3,TC
C101505,C101505-T1,TC
C101506,C101506-T1,TC
C101507,C101507-T1,TC
C101508,C101508-T1,TC
C101508,C101508-T2,TC
C101509,C101509-T1,TC
C101510,C101510-T1,TC
C101510,C101510-T2,TC
C101511,C101511-T1,TC
C101511,C101511-T2,TC
C101512,C101512-T1,TC
C101512,C101512-T2,TC
C101513,C101513-T1,TC
C101513,C101513-T2,TC
C101514,C101514-T1,TC
C101514,C101514-T2,TC
C101515,C101515-T1,TC
C101516,C101516-T1,TC
C101517,C101517-T1,TC
C101517,C101517-T2,TC
C101517,C101517-T3,TC
C101518,C101518-T1,TC
C101518,C101518-T2,TC
C101518,C101518-T3,TC
C101519,C101519-T1,TC
C101519,C101519-T2,TC
C101519,C101519-T3,TC
C101520,C101520-T1,TC
C101520,C101520-T2,TC
C101521,C101521-T1,TC
C101521,C101521-T2,TC
C101522,C101522-T1,TC
C101522,C101522-T2,TC
C101523,C101523-T1,TC
C101523,C101523-T2,TC
C101523,C101523-T3,TC
C101524,C101524-T1,TC
C101525,C101525-T1,TC
C101526,C101526-T1,TC
C101527,C101527-T1,TC
C101528,C101528-T1,TC
C101529,C101529-T1,TC
C101529,C101529-T2,TC
C101530,C101530-T1,TC
C101530,C101530-T2,TC
C101531,C101531-T1,TC
C101531,C101531-T2,TC
C101531,C101531-T3,TC
C101532,C101532-T1,TC
C101533,C101533-T1,TC
C101533,C101533-T2,TC
C101533,C101533-T3,TC
C101534,C101534-T1,TC
C101534,C101534-T2,TC
C101535,C101535-T1,TC
C101536,C101536-T1,TC
C101537,C101537-T1,TC
C101537,C101537-T2,TC
C101537,C101537-T3,TC
C101538,C101538-T1,TC
C101538,C101538-T2,TC
C101538,C101538-T3,TC
C101539,C101539-T1,TC
C101539,C101539-T2,TC
C101539,C101539-T3,TC
C101540,C101540-T1,TC
C101540,C101540-T2,TC
C101541,C101541-T1,TC
C101541,C101541-T2,TC
C101542,C101542-T1,TC
C101542,C101542-T2,TC
C101543,C101543-T1,TC
C101544,C101544-T1,TC
C101544,C101544-T2,TC
C101545,C101545-T1,TC
C101546,C101546-T1,TC
C101547,C101547-T1,TC
C101548,C101548-T1,TC
C101548,C101548-T2,TC
C101549,C101549-T1,TC
C101549,C101549-T2,TC
C101550,C101550-T1,TC
C101550,C101550-T2,TC
C101551,C101551-T1,TC
C101552,C101552-T1,TC
C101553,C101553-T1,TC
C101554,C101554-T1,TC
C101554,C101554-T2,TC
C101555,C101555-T1,TC
C101555,C101555-T2,TC
C101555,C101555-T3,TC
C101556,C101556-T1,TC
C101557,C101557-T1,TC
C101558,C101558-T1,TC
C101558,C101558-T2,TC
C101559,C101559-T1,TC
C101560,C101560-T1,TC
C101561,C101561-T1,TC
C101562,C101562-T1,TC
C101563,C101563-T1,TC
C101564,C101564-T1,TC
C101565,C101565-T1,TC
C101565,C101565-T2,TC
C101566,C101566-T1,TC
C101567,C101567-T1,TC
C101568,C101568-T1,TC
C101569,C101569-T1,TC
C101569,C101569-T2,TC
C101569,C101569-T3,TC
C101570,C101570-T1,TC
C101571,C101571-T1,TC
C101572,C101572-T1,TC
C101572,C101572-T2,TC
C101572,C101572-T3,TC
C101573,C101573-T1,TC
C101573,C101573-T2,TC
C101574,C101574-T1,TC
C101574,C101574-T2,TC
C101575,C101575-T1,TC
C101575,C101575-T2,TC
C101576,C101576-T1,TC
C101577,C101577-T1,TC
C101578,C101578-T1,TC
C101578,C101578-T2,TC
C101579,C101579-T1,TC
C101580,C101580-T1,TC
C101580,C101580-T2,TC
C101581,C101581-T1,TC
C101582,C101582-T1,TC
C101582,C101582-T2,TC
C101583,C101583-T1,TC
C101584,C101584-T1,TC
C101585,C101585-T1,TC
C101586,C101586-T1,TC
C101587,C101587-T1,TC
C101588,C101588-T1,TC
C101588,C101588-T2,TC
C101589,C101589-T1,TC
C101589,C101589-T2,TC
C101590,C101590-T1,TC
C101591,C101591-T1,TC
C101592,C101592-T1,TC
C101593,C101593-T1,TC
C101594,C101594-T1,TC
C101595,C101595-T1,TC
C101596,C101596-T1,TC
C101597,C101597-T1,TC
C101598,C101598-T1,TC
C101599,C101599-T1,TC
C101600,C101600-T1,TC
C101600,C101600-T2,TC
C101601,C101601-T1,TC
C101602,C101602-T1,TC
C101603,C101603-T1,TC
C101604,C101604-T1,TC
C101605,C101605-T1,TC
C101606,C101606-T1,TC
C101606,C101606-T2,TC
C101607,C101607-T1,TC
C101608,C101608-T1,TC
C101609,C101609-T1,TC
C101609,C101609-T2,TC
C101610,C101610-T1,TC
C101611,C101611-T1,TC
C101612,C101612-T1,TC
C101613,C101613-T1,TC
C101613,C101613-T2,TC
C101614,C101614-T1,TC
C101615,C101615-T1,TC
C101615,C101615-T2,TC
C101616,C101616-T1,TC
C101617,C101617-T1,TC
C101618,C101618-T1,TC
C101619,C101619-T1,TC
C101620,C101620-T1,TC
C101621,C101621-T1,TC
C101622,C101622-T1,TC
C101623,C101623-T1,TC
C101624,C101624-T1,TC
C101624,C101624-T2,TC
C101625,C101625-T1,TC
C101625,C101625-T2,TC
C101626,C101626-T1,TC
C101626,C101626-T2,TC
C101627,C101627-T1,TC
C101627,C101627-T2,TC
C101627,C101627-T3,TC
C101628,C101628-T1,TC
C101628,C101628-T2,TC
C101629,C101629-T1,TC
C101629,C101629-T2,TC
C101630,C101630-T1,TC
C101631,C101631-T1,TC
C101632,C101632-T1,TC
C101632,C101632-T2,TC
C101633,C101633-T1,TC
C101633,C101633-T2,TC
C101634,C101634-T1,TC
C101634,C101634-T2,TC
C101634,C101634-T3,TC
C101635,C101635-T1,TC
C101636,C101636-T1,TC
C101636,C101636-T2,TC
C101637,C101637-T1,TC
C101638,C101638-T1,TC
C101639,C101639-T1,TC
C101640,C101640-T1,TC
C101640,C101640-T2,TC
C101640,C101640-T3,TC
C101641,C101641-T1,TC
C101642,C101642-T1,TC
C101643,C101643-T1,TC
C101644,C101644-T1,TC
C101645,C101645-T1,TC
C101646,C101646-T1,TC
C101647,C101647-T1,TC
C101647,C101647-T2,TC
C101648,C101648-T1,TC
C101648,C101648-T2,TC
C101649,C101649-T1,TC
C101649,C101649-T2,TC
C101649,C101649-T3,TC
C101650,C101650-T1,TC
C101650,C101650-T2,TC
C101651,C101651-T1,TC
C101651,C101651-T2,TC
C101652,C101652-T1,TC
C101653,C101653-T1,TC
C101653,C101653-T2,TC
C101654,C101654-T1,TC
C101654,C101654-T2,TC
C101654,C101654-T3,TC
C101655,C101655-T1,TC
C101655,C101655-T2,TC
C101655,C101655-T3,TC
C101656,C101656-T1,TC
C101657,C101657-T1,TC
C101657,C101657-T2,TC
C101657,C101657-T3,TC
C101658,C101658-T1,TC
C101659,C101659-T1,TC
C101660,C101660-T1,TC
C101661,C101661-T1,TC
C101662,C101662-T1,TC
C101662,C101662-T2,TC
C101663,C101663-T1,TC
C101664,C101664-T1,TC
C101665,C101665-T1,TC
C101666,C101666-T1,TC
C101666,C101666-T2,TC
C101666,C101666-T3,TC
C101667,C101667-T1,TC
C101668,C101668-T1,TC
C101668,C101668-T2,TC
C101668,C101668-T3,TC
C101669,C101669-T1,TC
C101670,C101670-T1,TC
C101670,C101670-T2,TC
C101671,C101671-T1,TC
C101672,C101672-T1,TC
C101672,C101672-T2,TC
C101673,C101673-T1,TC
C101674,C101674-T1,TC
C101675,C101675-T1,TC
C101676,C101676-T1,TC
C101677,C101677-T1,TC
C101677,C101677-T2,TC
C101678,C101678-T1,TC
C101679,C101679-T1,TC
C101679,C101679-T2,TC
C101680,C101680-T1,TC
C101680,C101680-T2,TC
C101680,C101680-T3,TC
C101681,C101681-T1,TC
C101681,C101681-T2,TC
C101681,C101681-T3,TC
C101682,C101682-T1,TC
C101683,C101683-T1,TC
C101684,C101684-T1,TC
C101685,C101685-T1,TC
C101685,C101685-T2,TC
C101686,C101686-T1,TC
C101687,C101687-T1,TC
C101688,C101688-T1,TC
C101689,C101689-T1,TC
C101690,C101690-T1,TC
C101691,C101691-T1,TC
C101691,C101691-T2,TC
C101692,C101692-T1,TC
C101692,C101692-T2,TC
C101693,C101693-T1,TC
C101694,C101694-T1,TC
C101694,C101694-T2,TC
C101694,C101694-T3,TC
C101695,C101695-T1,TC
C101695,C101695-T2,TC
C101696,C101696-T1,TC
C101697,C101697-T1,TC
C101697,C101697-T2,TC
C101698,C101698-T1,TC
C101699,C101699-T1,TC
C101700,C101700-T1,TC
C101701,C101701-T1,TC
C101702,C101702-T1,TC
C101703,C101703-T1,TC
C101704,C101704-T1,TC
C101704,C101704-T2,TC
C101705,C101705-T1,TC
C101706,C101706-T1,TC
C101707,C101707-T1,TC
C101707,C101707-T2,TC
C101708,C101708-T1,TC
C101709,C101709-T1,TC
C101710,C101710-T1,TC
C101710,C101710-T2,TC
C101711,C101711-T1,TC
C101712,C101712-T1,TC
C101712,C101712-T2,TC
C101712,C101712-T3,TC
C101713,C101713-T1,TC
C101713,C101713-T2,TC
C101714,C101714-T1,TC
C101714,C101714-T2,TC
C101715,C101715-T1,TC
C101716,C101716-T1,TC
C101717,C101717-T1,TC
C101718,C101718-T1,TC
C101718,C101718-T2,TC
C101719,C101719-T1,TC
C101719,C101719-T2,TC
C101719,C101719-T3,TC
C101720,C101720-T1,TC
C101721,C101721-T1,TC
C101722,C101722-T1,TC
C101722,C101722-T2,TC
C101723,C101723-T1,TC
C101723,C101723-T2,TC
C101724,C101724-T1,TC
C101724,C101724-T2,TC
C101724,C101724-T3,TC
C101725,C101725-T1,TC
C101726,C101726-T1,TC
C101727,C101727-T1,TC
C101727,C101727-T2,TC
C101728,C101728-T1,TC
C101728,C101728-T2,TC
C101729,C101729-T1,TC
C101730,C101730-T1,TC
C101730,C101730-T2,TC
C101731,C101731-T1,TC
C101732,C101732-T1,TC
C101733,C101733-T1,TC
C101733,C101733-T2,TC
C101734,C101734-T1,TC
C101735,C101735-T1,TC
C101735,C101735-T2,TC
C101736,C101736-T1,TC
C101737,C101737-T1,TC
C101737,C101737-T2,TC
C101738,C101738-T1,TC
C101738,C101738-T2,TC
C101739,C101739-T1,TC
C101740,C101740-T1,TC
C101741,C101741-T1,TC
C101741,C101741-T2,TC
C101742,C101742-T1,TC
C101742,C101742-T2,TC
C101743,C101743-T1,TC
C101743,C101743-T2,TC
C101744,C101744-T1,TC
C101745,C101745-T1,TC
C101746,C101746-T1,TC
C101746,C101746-T2,TC
C101747,C101747-T1,TC
C101748,C101748-T1,TC
C101749,C101749-T1,TC
C101750,C101750-T1,TC
C101751,C101751-T1,TC
C101751,C101751-T2,TC
C101752,C101752-T1,TC
C101752,C101752-T2,TC
C101752,C101752-T3,TC
C101753,C101753-T1,TC
C101753,C101753-T2,TC
C101754,C101754-T1,TC
C101754,C101754-T2,TC
C101755,C101755-T1,TC
C101756,C101756-T1,TC
C101757,C101757-T1,TC
C101757,C101757-T2,TC
C101758,C101758-T1,TC
C101758,C101758-T2,TC
C101758,C101758-T3,TC
C101759,C101759-T1,TC
C101760,C101760-T1,TC
C101761,C101761-T1,TC
C101762,C101762-T1,TC
C101763,C101763-T1,TC
C101763,C101763-T2,TC
C101764,C101764-T1,TC
C101764,C101764-T2,TC
C101765,C101765-T1,TC
C101766,C101766-T1,TC
C101766,C101766-T2,TC
C101767,C101767-T1,TC
C101767,C101767-T2,TC
C101768,C101768-T1,TC
C101769,C101769-T1,TC
C101770,C101770-T1,TC
C101771,C101771-T1,TC
C101772,C101772-T1,TC
C101773,C101773-T1,TC
C101774,C101774-T1,TC
C101774,C101774-T2,TC
C101774,C101774-T3,TC
C101775,C101775-T1,TC
C101775,C101775-T2,TC
C101776,C101776-T1,TC
C101776,C101776-T2,TC
C101776,C101776-T3,TC
C101777,C101777-T1,TC
C101777,C101777-T2,TC
C101778,C101778-T1,TC
C101778,C101778-T2,TC
C101779,C101779-T1,TC
C101780,C101780-T1,TC
C101781,C101781-T1,TC
C101781,C101781-T2,TC
C101782,C101782-T1,TC
C101782,C101782-T2,TC
C101783,C101783-T1,TC
C101784,C101784-T1,TC
C101784,C101784-T2,TC
C101784,C101784-T3,TC
C101785,C101785-T1,TC
C101785,C101785-T2,TC
C101786,C101786-T1,TC
C101787,C101787-T1,TC
C101787,C101787-T2,TC
C101788,C101788-T1,TC
C101789,C101789-T1,TC
C101790,C101790-T1,TC
C101791,C101791-T1,TC
C101792,C101792-T1,TC
C101793,C101793-T1,TC
C101794,C101794-T1,TC
C101794,C101794-T2,TC
C101795,C101795-T1,TC
C101796,C101796-T1,TC
C101796,C101796-T2,TC
C101797,C101797-T1,TC
C101798,C101798-T1,TC
C101798,C101798-T2,TC
C101799,C101799-T1,TC
C101800,C101800-T1,TC
C101800,C101800-T2,TC
C101801,C101801-T1,TC
C101802,C101802-T1,TC
C101802,C101802-T2,TC
C101803,C101803-T1,TC
C101804,C101804-T1,TC
C101805,C101805-T1,TC
C101806,C101806-T1,TC
C101807,C101807-T1,TC
C101807,C101807-T2,TC
C101808,C101808-T1,TC
C101809,C101809-T1,TC
C101809,C101809-T2,TC
C101810,C101810-T1,TC
C101810,C101810-T2,TC
C101811,C101811-T1,TC
C101811,C101811-T2,TC
C101812,C101812-T1,TC
C101813,C101813-T1,TC
C101814,C101814-T1,TC
C101815,C101815-T1,TC
C101816,C101816-T1,TC
C101816,C101816-T2,TC
C101817,C101817-T1,TC
C101818,C101818-T1,TC
C101819,C101819-T1,TC
C101819,C101819-T2,TC
C101819,C101819-T3,TC
C101820,C101820-T1,TC
C101821,C101821-T1,TC
C101821,C101821-T2,TC
C101822,C101822-T1,TC
C101823,C101823-T1,TC
C101824,C101824-T1,TC
C101825,C101825-T1,TC
C101826,C101826-T1,TC
C101827,C101827-T1,TC
C101828,C101828-T1,TC
C101829,C101829-T1,TC
C101830,C101830-T1,TC
C101831,C101831-T1,TC
C101832,C101832-T1,TC
C101833,C101833-T1,TC
C101834,C101834-T1,TC
C101834,C101834-T2,TC
C101835,C101835-T1,TC
C101835,C101835-T2,TC
C101836,C101836-T1,TC
C101836,C101836-T2,TC
C101837,C101837-T1,TC
C101838,C101838-T1,TC
C101838,C101838-T2,TC
C101839,C101839-T1,TC
C101839,C101839-T2,TC
C101839,C101839-T3,TC
C101840,C101840-T1,TC
C101840,C101840-T2,TC
C101841,C101841-T1,TC
C101841,C101841-T2,TC
C101842,C101842-T1,TC
C101843,C101843-T1,TC
C101843,C101843-T2,TC
C101843,C101843-T3,TC
C101844,C101844-T1,TC
C101844,C101844-T2,TC
C101845,C101845-T1,TC
C101846,C101846-T1,TC
C101847,C101847-T1,TC
C101847,C101847-T2,TC
C101848,C101848-T1,TC
C101849,C101849-T1,TC
C101850,C101850-T1,TC
C101851,C101851-T1,TC
C101851,C101851-T2,TC
C101852,C101852-T1,TC
C101853,C101853-T1,TC
C101853,C101853-T2,TC
C101854,C101854-T1,TC
C101855,C101855-T1,TC
C101856,C101856-T1,TC
C101857,C101857-T1,TC
C101858,C101858-T1,TC
C101859,C101859-T1,TC
C101859,C101859-T2,TC
C101860,C101860-T1,TC
C101861,C101861-T1,TC
C101862,C101862-T1,TC
C101862,C101862-T2,TC
C101863,C101863-T1,TC
C101864,C101864-T1,TC
C101865,C101865-T1,TC
C101865,C101865-T2,TC
C101865,C101865-T3,TC
C101866,C101866-T1,TC
C101867,C101867-T1,TC
C101867,C101867-T2,TC
C101868,C101868-T1,TC
C101868,C101868-T2,TC
C101869,C101869-T1,TC
C101870,C101870-T1,TC
C101871,C101871-T1,TC
C101872,C101872-T1,TC
C101873,C101873-T1,TC
C101874,C101874-T1,TC
C101875,C101875-T1,TC
C101875,C101875-T2,TC
C101876,C101876-T1,TC
C101877,C101877-T1,TC
C101877,C101877-T2,TC
C101878,C101878-T1,TC
C101879,C101879-T1,TC
C101880,C101880-T1,TC
C101881,C101881-T1,TC
C101882,C101882-T1,TC
C101883,C101883-T1,TC
C101884,C101884-T1,TC
C101884,C101884-T2,TC
C101884,C101884-T3,TC
C101885,C101885-T1,TC
C101886,C101886-T1,TC
C101886,C101886-T2,TC
C101887,C101887-T1,TC
C101887,C101887-T2,TC
C101888,C101888-T1,TC
C101889,C101889-T1,TC
C101890,C101890-T1,TC
C101891,C101891-T1,TC
C101891,C101891-T2,TC
C101891,C101891-T3,TC
C101892,C101892-T1,TC
C101893,C101893-T1,TC
C101894,C101894-T1,TC
C101895,C101895-T1,TC
C101895,C101895-T2,TC
C101895,C101895-T3,TC
C101896,C101896-T1,TC
C101897,C101897-T1,TC
C101898,C101898-T1,TC
C101899,C101899-T1,TC
C101899,C101899-T2,TC
C101899,C101899-T3,TC
C101900,C101900-T1,TC
C101901,C101901-T1,TC
C101901,C101901-T2,TC
C101902,C101902-T1,TC
C101902,C101902-T2,TC
C101903,C101903-T1,TC
C101904,C101904-T1,TC
C101905,C101905-T1,TC
C101905,C101905-T2,TC
C101905,C101905-T3,TC
C101906,C101906-T1,TC
C101907,C101907-T1,TC
C101908,C101908-T1,TC
C101909,C101909-T1,TC
C101909,C101909-T2,TC
C101910,C101910-T1,TC
C101910,C101910-T2,TC
C101911,C101911-T1,TC
C101911,C101911-T2,TC
C101912,C101912-T1,TC
C101913,C101913-T1,TC
C101914,C101914-T1,TC
C101915,C101915-T1,TC
C101915,C101915-T2,TC
C101915,C101915-T3,TC
C101916,C101916-T1,TC
C101917,C101917-T1,TC
C101917,C101917-T2,TC
C101917,C101917-T3,TC
C101918,C101918-T1,TC
C101918,C101918-T2,TC
C101919,C101919-T1,TC
C101920,C101920-T1,TC
C101921,C101921-T1,TC
C101922,C101922-T1,TC
C101922,C101922-T2,TC
C101923,C101923-T1,TC
C101923,C101923-T2,TC
C101924,C101924-T1,TC
C101924,C101924-T2,TC
C101924,C101924-T3,TC
C101925,C101925-T1,TC
C101925,C101925-T2,TC
C101926,C101926-T1,TC
C101927,C101927-T1,TC
C101928,C101928-T1,TC
C101928,C101928-T2,TC
C101929,C101929-T1,TC
C101930,C101930-T1,TC
C101931,C101931-T1,TC
C101931,C101931-T2,TC
C101932,C101932-T1,TC
C101933,C101933-T1,TC
C101934,C101934-T1,TC
C101935,C101935-T1,TC
C101936,C101936-T1,TC
C101937,C101937-T1,TC
C101937,C101937-T2,TC
C101938,C101938-T1,TC
C101939,C101939-T1,TC
C101939,C101939-T2,TC
C101940,C101940-T1,TC
C101941,C101941-T1,TC
C101942,C101942-T1,TC
C101943,C101943-T1,TC
C101944,C101944-T1,TC
C101944,C101944-T2,TC
C101945,C101945-T1,TC
C101946,C101946-T1,TC
C101947,C101947-T1,TC
C101948,C101948-T1,TC
C101948,C101948-T2,TC
C101949,C101949-T1,TC
C101950,C101950-T1,TC
C101951,C101951-T1,TC
C101951,C101951-T2,TC
C101951,C101951-T3,TC
C101952,C101952-T1,TC
C101953,C101953-T1,TC
C101954,C101954-T1,TC
C101954,C101954-T2,TC
C101955,C101955-T1,TC
C101956,C101956-T1,TC
C101957,C101957-T1,TC
C101957,C101957-T2,TC
C101958,C101958-T1,TC
C101959,C101959-T1,TC
C101960,C101960-T1,TC
C101961,C101961-T1,TC
C101962,C101962-T1,TC
C101963,C101963-T1,TC
C101964,C101964-T1,TC
C101964,C101964-T2,TC
C101965,C101965-T1,TC
C101965,C101965-T2,TC
C101965,C101965-T3,TC
C101966,C101966-T1,TC
C101967,C101967-T1,TC
C101967,C101967-T2,TC
C101968,C101968-T1,TC
C101968,C101968-T2,TC
C101969,C101969-T1,TC
C101970,C101970-T1,TC
C101970,C101970-T2,TC
C101971,C101971-T1,TC
C101972,C101972-T1,TC
C101973,C101973-T1,TC
C101973,C101973-T2,TC
C101974,C101974-T1,TC
C101974,C101974-T2,TC
C101974,C101974-T3,TC
C101975,C101975-T1,TC
C101975,C101975-T2,TC
C101976,C101976-T1,TC
