id_cliente,default_12m,lgd_real,stage_ifrs9,pd12m_sim
C00027724,0,0.321,2,0.35
C00027725,1,0.343,2,0.35
C00027726,0,0.348,2,0.35
C00027727,1,0.319,2,0.35
C00027728,0,0.301,2,0.35
C00027729,1,0.319,2,0.35
C00027730,0,0.336,2,0.35
C00027731,1,0.348,2,0.35
C00027732,1,0.342,2,0.35
C00027733,0,0.325,2,0.35
C00027734,0,0.335,2,0.35
C00027735,1,0.345,2,0.35
C00027736,1,0.356,2,0.35
C00027737,0,0.34,2,0.35
C00027738,0,0.319,2,0.35
C00027739,1,0.332,2,0.35
C00027740,1,0.336,2,0.35
C00027741,0,0.361,2,0.35
C00027742,0,0.308,2,0.35
C00027743,0,0.32,2,0.35
C00027744,1,0.309,2,0.35
C00027745,1,0.299,2,0.35
C00027746,0,0.326,2,0.35
C00027747,0,0.297,2,0.35
C00027748,0,0.327,2,0.35
C00027749,0,0.328,2,0.35
C00027750,1,0.359,2,0.35
C00027751,1,0.296,2,0.35
C00027752,0,0.349,2,0.35
C00027753,0,0.351,2,0.35
C00027754,0,0.328,2,0.35
C00027755,1,0.359,2,0.35
C00027756,0,0.328,2,0.35
C00027757,0,0.373,2,0.35
C00027758,1,0.382,2,0.35
C00027759,0,0.307,2,0.35
C00027760,1,0.311,2,0.35
C00027761,0,0.321,2,0.35
C00027762,0,0.333,2,0.35
C00027763,1,0.313,2,0.35
C00027764,1,0.312,2,0.35
C00027765,1,0.344,2,0.35
C00027766,0,0.318,2,0.35
C00027767,0,0.329,2,0.35
C00027768,0,0.31,2,0.35
C00027769,0,0.317,2,0.35
C00027770,0,0.315,2,0.35
C00027771,0,0.312,2,0.35
C00027772,0,0.345,2,0.35
C00027773,0,0.322,2,0.35
C00027774,0,0.325,2,0.35
C00027775,0,0.327,2,0.35
C00027776,1,0.297,2,0.35
C00027777,1,0.332,2,0.35
C00027778,0,0.296,2,0.35
C00027779,0,0.318,2,0.35
C00027780,1,0.323,2,0.35
C00027781,0,0.325,2,0.35
C00027782,1,0.344,2,0.35
C00027783,0,0.316,2,0.35
C00027784,0,0.338,2,0.35
C00027785,0,0.346,2,0.35
C00027786,1,0.345,2,0.35
C00027787,0,0.337,2,0.35
C00027788,0,0.339,2,0.35
C00027789,0,0.313,2,0.35
C00027790,0,0.326,2,0.35
C00027791,1,0.322,2,0.35
C00027792,0,0.312,2,0.35
C00027793,0,0.328,2,0.35
C00027794,0,0.325,2,0.35
C00027795,0,0.343,2,0.35
C00027796,1,0.325,2,0.35
C00027797,1,0.31,2,0.35
C00027798,0,0.324,2,0.35
C00027799,0,0.356,2,0.35
C00027800,1,0.323,2,0.35
C00027801,0,0.325,2,0.35
C00027802,0,0.325,2,0.35
C00027803,0,0.323,2,0.35
C00027804,0,0.307,2,0.35
C00027805,0,0.333,2,0.35
C00027806,0,0.352,2,0.35
C00027807,1,0.338,2,0.35
C00027808,0,0.331,2,0.35
C00027809,1,0.329,2,0.35
C00027810,0,0.32,2,0.35
C00027811,1,0.324,2,0.35
C00027812,0,0.337,2,0.35
C00027813,0,0.325,2,0.35
C00027814,0,0.292,2,0.35
C00027815,0,0.324,2,0.35
C00027816,0,0.348,2,0.35
C00027817,0,0.315,2,0.35
C00027818,0,0.309,2,0.35
C00027819,0,0.321,2,0.35
C00027820,0,0.314,2,0.35
C00027821,0,0.326,2,0.35
C00027822,1,0.364,2,0.35
C00027823,1,0.312,2,0.35
C00027824,1,0.328,2,0.35
C00027825,1,0.331,2,0.35
C00027826,0,0.322,2,0.35
C00027827,0,0.33,2,0.35
C00027828,0,0.339,2,0.35
C00027829,0,0.321,2,0.35
C00027830,1,0.328,2,0.35
C00027831,1,0.314,2,0.35
C00027832,0,0.348,2,0.35
C00027833,1,0.344,2,0.35
C00027834,1,0.356,2,0.35
C00027835,0,0.313,2,0.35
C00027836,0,0.306,2,0.35
C00027837,1,0.347,2,0.35
C00027838,1,0.335,2,0.35
C00027839,0,0.339,2,0.35
C00027840,0,0.319,2,0.35
C00027841,1,0.352,2,0.35
C00027842,1,0.335,2,0.35
C00027843,0,0.325,2,0.35
C00027844,1,0.321,2,0.35
C00027845,0,0.313,2,0.35
C00027846,1,0.325,2,0.35
C00027847,0,0.323,2,0.35
C00027848,1,0.346,2,0.35
C00027849,1,0.355,2,0.35
C00027850,1,0.315,2,0.35
C00027851,0,0.318,2,0.35
C00027852,1,0.31,2,0.35
C00027853,0,0.315,2,0.35
C00027854,0,0.313,2,0.35
C00027855,1,0.345,2,0.35
C00027856,0,0.315,2,0.35
C00027857,0,0.33,2,0.35
C00027858,0,0.347,2,0.35
C00027859,0,0.348,2,0.35
C00027860,0,0.351,2,0.35
C00027861,1,0.319,2,0.35
C00027862,0,0.306,2,0.35
C00027863,0,0.333,2,0.35
C00027864,0,0.322,2,0.35
C00027865,0,0.336,2,0.35
C00027866,0,0.313,2,0.35
C00027867,0,0.337,2,0.35
C00027868,1,0.331,2,0.35
C00027869,1,0.349,2,0.35
C00027870,0,0.33,2,0.35
C00027871,0,0.327,2,0.35
C00027872,0,0.31,2,0.35
C00027873,0,0.344,2,0.35
C00027874,0,0.333,2,0.35
C00027875,0,0.331,2,0.35
C00027876,1,0.33,2,0.35
C00027877,0,0.342,2,0.35
C00027878,1,0.313,2,0.35
C00027879,0,0.322,2,0.35
C00027880,0,0.33,2,0.35
C00027881,1,0.336,2,0.35
C00027882,0,0.316,2,0.35
C00027883,0,0.346,2,0.35
C00027884,0,0.334,2,0.35
C00027885,1,0.333,2,0.35
C00027886,0,0.328,2,0.35
C00027887,0,0.328,2,0.35
C00027888,0,0.336,2,0.35
C00027889,0,0.301,2,0.35
C00027890,0,0.349,2,0.35
C00027891,0,0.324,2,0.35
C00027892,0,0.308,2,0.35
C00027893,0,0.307,2,0.35
C00027894,1,0.34,2,0.35
C00027895,0,0.332,2,0.35
C00027896,0,0.353,2,0.35
C00027897,0,0.318,2,0.35
C00027898,0,0.328,2,0.35
C00027899,0,0.34,2,0.35
C00027900,0,0.318,2,0.35
C00027901,1,0.334,2,0.35
C00027902,0,0.327,2,0.35
C00027903,0,0.328,2,0.35
C00027904,1,0.315,2,0.35
C00027905,0,0.326,2,0.35
C00027906,0,0.319,2,0.35
C00027907,1,0.318,2,0.35
C00027908,0,0.338,2,0.35
C00027909,0,0.345,2,0.35
C00027910,0,0.331,2,0.35
C00027911,0,0.346,2,0.35
C00027912,0,0.33,2,0.35
C00027913,1,0.284,2,0.35
C00027914,1,0.325,2,0.35
C00027915,0,0.316,2,0.35
C00027916,1,0.311,2,0.35
C00027917,1,0.315,2,0.35
C00027918,0,0.373,2,0.35
C00027919,0,0.35,2,0.35
C00027920,0,0.304,2,0.35
C00027921,0,0.345,2,0.35
C00027922,1,0.313,2,0.35
C00027923,1,0.347,2,0.35
C00027924,1,0.306,2,0.35
C00027925,0,0.347,2,0.35
C00027926,0,0.312,2,0.35
C00027927,0,0.319,2,0.35
C00027928,0,0.349,2,0.35
C00027929,0,0.352,2,0.35
C00027930,0,0.336,2,0.35
C00027931,0,0.32,2,0.35
C00027932,0,0.353,2,0.35
C00027933,0,0.351,2,0.35
C00027934,0,0.329,2,0.35
C00027935,1,0.329,2,0.35
C00027936,0,0.321,2,0.35
C00027937,0,0.319,2,0.35
C00027938,0,0.314,2,0.35
C00027939,0,0.323,2,0.35
C00027940,0,0.338,2,0.35
C00027941,1,0.341,2,0.35
C00027942,0,0.322,2,0.35
C00027943,0,0.318,2,0.35
C00027944,0,0.31,2,0.35
C00027945,0,0.338,2,0.35
C00027946,1,0.333,2,0.35
C00027947,1,0.348,2,0.35
C00027948,0,0.342,2,0.35
C00027949,0,0.307,2,0.35
C00027950,0,0.329,2,0.35
C00027951,0,0.319,2,0.35
C00027952,0,0.305,2,0.35
C00027953,1,0.32,2,0.35
C00027954,1,0.319,2,0.35
C00027955,0,0.332,2,0.35
C00027956,1,0.344,2,0.35
C00027957,0,0.333,2,0.35
C00027958,0,0.337,2,0.35
C00027959,0,0.338,2,0.35
C00027960,0,0.334,2,0.35
C00027961,0,0.344,2,0.35
C00027962,1,0.333,2,0.35
C00027963,0,0.323,2,0.35
C00027964,0,0.336,2,0.35
C00027965,0,0.328,2,0.35
C00027966,0,0.325,2,0.35
C00027967,0,0.344,2,0.35
C00027968,0,0.303,2,0.35
C00027969,0,0.336,2,0.35
C00027970,0,0.33,2,0.35
C00027971,0,0.333,2,0.35
C00027972,0,0.335,2,0.35
C00027973,1,0.337,2,0.35
C00027974,0,0.344,2,0.35
C00027975,1,0.304,2,0.35
C00027976,1,0.316,2,0.35
C00027977,0,0.32,2,0.35
C00027978,1,0.326,2,0.35
C00027979,0,0.313,2,0.35
C00027980,1,0.363,2,0.35
C00027981,0,0.332,2,0.35
C00027982,0,0.308,2,0.35
C00027983,1,0.334,2,0.35
C00027984,1,0.345,2,0.35
C00027985,0,0.315,2,0.35
C00027986,1,0.353,2,0.35
C00027987,1,0.327,2,0.35
C00027988,1,0.302,2,0.35
C00027989,1,0.319,2,0.35
C00027990,1,0.329,2,0.35
C00027991,0,0.33,2,0.35
C00027992,1,0.324,2,0.35
C00027993,0,0.331,2,0.35
C00027994,1,0.341,2,0.35
C00027995,1,0.312,2,0.35
C00027996,0,0.35,2,0.35
C00027997,0,0.323,2,0.35
C00027998,0,0.325,2,0.35
C00027999,0,0.288,2,0.35
C00028000,0,0.324,2,0.35
C00028001,1,0.317,2,0.35
C00028002,1,0.309,2,0.35
C00028003,1,0.324,2,0.35
C00028004,0,0.308,2,0.35
C00028005,1,0.378,2,0.35
C00028006,1,0.302,2,0.35
C00028007,1,0.364,2,0.35
C00028008,0,0.337,2,0.35
C00028009,1,0.362,2,0.35
C00028010,0,0.319,2,0.35
C00028011,0,0.348,2,0.35
C00028012,0,0.32,2,0.35
C00028013,1,0.33,2,0.35
C00028014,0,0.335,2,0.35
C00028015,1,0.344,2,0.35
C00028016,1,0.312,2,0.35
C00028017,0,0.352,2,0.35
C00028018,0,0.331,2,0.35
C00028019,0,0.276,2,0.35
C00028020,0,0.341,2,0.35
C00028021,1,0.337,2,0.35
C00028022,0,0.338,2,0.35
C00028023,0,0.319,2,0.35
C00028024,0,0.338,2,0.35
C00028025,0,0.308,2,0.35
C00028026,0,0.333,2,0.35
C00028027,0,0.305,2,0.35
C00028028,0,0.349,2,0.35
C00028029,0,0.326,2,0.35
C00028030,1,0.292,2,0.35
C00028031,0,0.331,2,0.35
C00028032,0,0.328,2,0.35
C00028033,0,0.344,2,0.35
C00028034,1,0.369,2,0.35
C00028035,0,0.301,2,0.35
C00028036,0,0.341,2,0.35
C00028037,0,0.337,2,0.35
C00028038,0,0.31,2,0.35
C00028039,1,0.305,2,0.35
C00028040,1,0.347,2,0.35
C00028041,0,0.336,2,0.35
C00028042,1,0.291,2,0.35
C00028043,0,0.314,2,0.35
C00028044,0,0.3,2,0.35
C00028045,0,0.329,2,0.35
C00028046,0,0.335,2,0.35
C00028047,1,0.3,2,0.35
C00028048,0,0.313,2,0.35
C00028049,0,0.324,2,0.35
C00028050,1,0.352,2,0.35
C00028051,0,0.323,2,0.35
C00028052,0,0.32,2,0.35
C00028053,0,0.343,2,0.35
C00028054,1,0.33,2,0.35
C00028055,1,0.331,2,0.35
C00028056,0,0.343,2,0.35
C00028057,0,0.32,2,0.35
C00028058,0,0.352,2,0.35
C00028059,1,0.346,2,0.35
C00028060,0,0.337,2,0.35
C00028061,0,0.325,2,0.35
C00028062,0,0.359,2,0.35
C00028063,0,0.335,2,0.35
C00028064,0,0.316,2,0.35
C00028065,1,0.341,2,0.35
C00028066,1,0.303,2,0.35
C00028067,0,0.318,2,0.35
C00028068,1,0.298,2,0.35
C00028069,0,0.331,2,0.35
C00028070,1,0.352,2,0.35
C00028071,1,0.346,2,0.35
C00028072,0,0.328,2,0.35
C00028073,0,0.329,2,0.35
C00028074,0,0.331,2,0.35
C00028075,0,0.323,2,0.35
C00028076,0,0.324,2,0.35
C00028077,0,0.334,2,0.35
C00028078,0,0.331,2,0.35
C00028079,1,0.345,2,0.35
C00028080,1,0.329,2,0.35
C00028081,0,0.333,2,0.35
C00028082,0,0.348,2,0.35
C00028083,1,0.342,2,0.35
C00028084,0,0.363,2,0.35
C00028085,1,0.34,2,0.35
C00028086,0,0.347,2,0.35
C00028087,0,0.315,2,0.35
C00028088,0,0.334,2,0.35
C00028089,0,0.329,2,0.35
C00028090,0,0.33,2,0.35
C00028091,1,0.347,2,0.35
C00028092,0,0.331,2,0.35
C00028093,0,0.333,2,0.35
C00028094,0,0.301,2,0.35
C00028095,0,0.321,2,0.35
C00028096,0,0.343,2,0.35
C00028097,0,0.308,2,0.35
C00028098,0,0.309,2,0.35
C00028099,1,0.325,2,0.35
C00028100,1,0.352,2,0.35
C00028101,0,0.316,2,0.35
C00028102,1,0.341,2,0.35
C00028103,1,0.356,2,0.35
C00028104,0,0.315,2,0.35
C00028105,0,0.336,2,0.35
C00028106,0,0.326,2,0.35
C00028107,0,0.335,2,0.35
C00028108,0,0.323,2,0.35
C00028109,0,0.347,2,0.35
C00028110,0,0.371,2,0.35
C00028111,0,0.339,2,0.35
C00028112,0,0.337,2,0.35
C00028113,0,0.31,2,0.35
C00028114,0,0.319,2,0.35
C00028115,0,0.339,2,0.35
C00028116,0,0.338,2,0.35
C00028117,0,0.333,2,0.35
C00028118,1,0.332,2,0.35
C00028119,0,0.317,2,0.35
C00028120,1,0.323,2,0.35
C00028121,1,0.336,2,0.35
C00028122,0,0.359,2,0.35
C00028123,0,0.334,2,0.35
C00028124,0,0.33,2,0.35
C00028125,0,0.338,2,0.35
C00028126,1,0.316,2,0.35
C00028127,1,0.329,2,0.35
C00028128,0,0.328,2,0.35
C00028129,0,0.355,2,0.35
C00028130,1,0.359,2,0.35
C00028131,0,0.359,2,0.35
C00028132,0,0.341,2,0.35
C00028133,1,0.351,2,0.35
C00028134,0,0.342,2,0.35
C00028135,1,0.32,2,0.35
C00028136,1,0.32,2,0.35
C00028137,0,0.318,2,0.35
C00028138,0,0.316,2,0.35
C00028139,0,0.329,2,0.35
C00028140,1,0.328,2,0.35
C00028141,0,0.3,2,0.35
C00028142,0,0.332,2,0.35
C00028143,1,0.338,2,0.35
C00028144,0,0.318,2,0.35
C00028145,0,0.309,2,0.35
C00028146,1,0.323,2,0.35
C00028147,0,0.334,2,0.35
C00028148,0,0.344,2,0.35
C00028149,0,0.347,2,0.35
C00028150,0,0.337,2,0.35
C00028151,0,0.327,2,0.35
C00028152,0,0.365,2,0.35
C00028153,1,0.342,2,0.35
C00028154,0,0.332,2,0.35
C00028155,0,0.332,2,0.35
C00028156,1,0.299,2,0.35
C00028157,0,0.353,2,0.35
C00028158,1,0.335,2,0.35
C00028159,0,0.31,2,0.35
C00028160,0,0.35,2,0.35
C00028161,0,0.328,2,0.35
C00028162,0,0.341,2,0.35
C00028163,1,0.341,2,0.35
C00028164,1,0.316,2,0.35
C00028165,0,0.35,2,0.35
C00028166,0,0.317,2,0.35
C00028167,0,0.317,2,0.35
C00028168,0,0.347,2,0.35
C00028169,0,0.35,2,0.35
C00028170,0,0.291,2,0.35
C00028171,0,0.332,2,0.35
C00028172,0,0.3,2,0.35
C00028173,1,0.309,2,0.35
C00028174,0,0.341,2,0.35
C00028175,0,0.348,2,0.35
C00028176,0,0.337,2,0.35
C00028177,1,0.343,2,0.35
C00028178,1,0.327,2,0.35
C00028179,0,0.308,2,0.35
C00028180,1,0.325,2,0.35
C00028181,1,0.316,2,0.35
C00028182,0,0.338,2,0.35
C00028183,0,0.333,2,0.35
C00028184,1,0.34,2,0.35
C00028185,0,0.334,2,0.35
C00028186,0,0.332,2,0.35
C00028187,0,0.334,2,0.35
C00028188,0,0.316,2,0.35
C00028189,1,0.361,2,0.35
C00028190,1,0.347,2,0.35
C00028191,1,0.307,2,0.35
C00028192,0,0.345,2,0.35
C00028193,1,0.336,2,0.35
C00028194,0,0.336,2,0.35
C00028195,1,0.333,2,0.35
C00028196,0,0.351,2,0.35
C00028197,0,0.33,2,0.35
C00028198,1,0.348,2,0.35
C00028199,1,0.329,2,0.35
C00028200,0,0.322,2,0.35
C00028201,0,0.34,2,0.35
C00028202,0,0.317,2,0.35
C00028203,1,0.351,2,0.35
C00028204,0,0.331,2,0.35
C00028205,0,0.329,2,0.35
C00028206,0,0.308,2,0.35
C00028207,1,0.337,2,0.35
C00028208,1,0.348,2,0.35
C00028209,1,0.324,2,0.35
C00028210,1,0.326,2,0.35
C00028211,0,0.317,2,0.35
C00028212,0,0.322,2,0.35
C00028213,0,0.359,2,0.35
C00028214,0,0.335,2,0.35
C00028215,1,0.315,2,0.35
C00028216,0,0.315,2,0.35
C00028217,1,0.307,2,0.35
C00028218,0,0.331,2,0.35
C00028219,0,0.336,2,0.35
C00028220,1,0.32,2,0.35
C00028221,0,0.309,2,0.35
C00028222,0,0.329,2,0.35
C00028223,1,0.318,2,0.35
C00028224,0,0.319,2,0.35
C00028225,0,0.33,2,0.35
C00028226,0,0.347,2,0.35
C00028227,1,0.344,2,0.35
C00028228,0,0.325,2,0.35
C00028229,0,0.332,2,0.35
C00028230,0,0.327,2,0.35
C00028231,0,0.338,2,0.35
C00028232,1,0.348,2,0.35
C00028233,0,0.307,2,0.35
C00028234,1,0.315,2,0.35
C00028235,1,0.307,2,0.35
C00028236,0,0.307,2,0.35
C00028237,1,0.326,2,0.35
C00028238,1,0.311,2,0.35
C00028239,1,0.359,2,0.35
C00028240,0,0.324,2,0.35
C00028241,0,0.315,2,0.35
C00028242,0,0.316,2,0.35
C00028243,0,0.356,2,0.35
C00028244,0,0.336,2,0.35
C00028245,0,0.323,2,0.35
C00028246,1,0.349,2,0.35
C00028247,1,0.327,2,0.35
C00028248,0,0.33,2,0.35
C00028249,1,0.317,2,0.35
C00028250,0,0.332,2,0.35
C00028251,0,0.299,2,0.35
C00028252,1,0.33,2,0.35
C00028253,0,0.343,2,0.35
C00028254,0,0.341,2,0.35
C00028255,1,0.359,2,0.35
C00028256,1,0.327,2,0.35
C00028257,1,0.312,2,0.35
C00028258,0,0.344,2,0.35
C00028259,0,0.342,2,0.35
C00028260,0,0.334,2,0.35
C00028261,0,0.343,2,0.35
C00028262,1,0.341,2,0.35
C00028263,0,0.307,2,0.35
C00028264,1,0.331,2,0.35
C00028265,0,0.35,2,0.35
C00028266,0,0.331,2,0.35
C00028267,0,0.315,2,0.35
C00028268,0,0.328,2,0.35
C00028269,0,0.335,2,0.35
C00028270,1,0.339,2,0.35
C00028271,0,0.33,2,0.35
C00028272,1,0.317,2,0.35
C00028273,0,0.312,2,0.35
C00028274,1,0.335,2,0.35
C00028275,1,0.326,2,0.35
C00028276,0,0.332,2,0.35
C00028277,1,0.339,2,0.35
C00028278,1,0.327,2,0.35
C00028279,1,0.368,2,0.35
C00028280,1,0.346,2,0.35
C00028281,0,0.339,2,0.35
C00028282,0,0.324,2,0.35
C00028283,0,0.329,2,0.35
C00028284,0,0.346,2,0.35
C00028285,0,0.326,2,0.35
C00028286,0,0.351,2,0.35
C00028287,1,0.354,2,0.35
C00028288,0,0.337,2,0.35
C00028289,0,0.318,2,0.35
C00028290,1,0.346,2,0.35
C00028291,0,0.33,2,0.35
C00028292,0,0.322,2,0.35
C00028293,1,0.306,2,0.35
C00028294,0,0.329,2,0.35
C00028295,0,0.327,2,0.35
C00028296,1,0.316,2,0.35
C00028297,0,0.329,2,0.35
C00028298,0,0.309,2,0.35
C00028299,1,0.349,2,0.35
C00028300,0,0.336,2,0.35
C00028301,0,0.36,2,0.35
C00028302,0,0.349,2,0.35
C00028303,0,0.304,2,0.35
C00028304,0,0.314,2,0.35
C00028305,0,0.337,2,0.35
C00028306,0,0.328,2,0.35
C00028307,1,0.353,2,0.35
C00028308,0,0.319,2,0.35
C00028309,0,0.33,2,0.35
C00028310,1,0.307,2,0.35
C00028311,0,0.299,2,0.35
C00028312,1,0.322,2,0.35
C00028313,0,0.305,2,0.35
C00028314,1,0.343,2,0.35
C00028315,1,0.347,2,0.35
C00028316,0,0.296,2,0.35
C00028317,0,0.304,2,0.35
C00028318,0,0.319,2,0.35
C00028319,0,0.326,2,0.35
C00028320,0,0.336,2,0.35
C00028321,1,0.319,2,0.35
C00028322,0,0.337,2,0.35
C00028323,0,0.285,2,0.35
C00028324,1,0.343,2,0.35
C00028325,0,0.316,2,0.35
C00028326,0,0.339,2,0.35
C00028327,1,0.374,2,0.35
C00028328,1,0.297,2,0.35
C00028329,1,0.345,2,0.35
C00028330,0,0.325,2,0.35
C00028331,0,0.343,2,0.35
C00028332,0,0.317,2,0.35
C00028333,1,0.364,2,0.35
C00028334,1,0.317,2,0.35
C00028335,1,0.358,2,0.35
C00028336,0,0.322,2,0.35
C00028337,0,0.353,2,0.35
C00028338,1,0.33,2,0.35
C00028339,0,0.319,2,0.35
C00028340,0,0.311,2,0.35
C00028341,1,0.354,2,0.35
C00028342,1,0.351,2,0.35
C00028343,0,0.324,2,0.35
C00028344,1,0.358,2,0.35
C00028345,0,0.319,2,0.35
C00028346,0,0.329,2,0.35
C00028347,0,0.319,2,0.35
C00028348,0,0.346,2,0.35
C00028349,0,0.316,2,0.35
C00028350,0,0.327,2,0.35
C00028351,0,0.321,2,0.35
C00028352,0,0.306,2,0.35
C00028353,0,0.316,2,0.35
C00028354,1,0.339,2,0.35
C00028355,0,0.295,2,0.35
C00028356,0,0.327,2,0.35
C00028357,0,0.303,2,0.35
C00028358,0,0.314,2,0.35
C00028359,0,0.311,2,0.35
C00028360,1,0.298,1,0.3204
C00028361,0,0.3,2,0.35
C00028362,0,0.316,2,0.35
C00028363,0,0.306,2,0.35
C00028364,0,0.321,2,0.35
C00028365,1,0.329,2,0.35
C00028366,0,0.337,2,0.35
C00028367,1,0.321,2,0.35
C00028368,1,0.305,2,0.35
C00028369,0,0.314,2,0.35
C00028370,0,0.303,2,0.35
C00028371,1,0.316,2,0.35
C00028372,1,0.3,2,0.35
C00028373,0,0.33,2,0.35
C00028374,0,0.336,2,0.35
C00028375,0,0.345,2,0.35
C00028376,0,0.331,2,0.35
C00028377,1,0.318,2,0.35
C00028378,0,0.331,2,0.35
C00028379,0,0.337,2,0.35
C00028380,0,0.324,2,0.35
C00028381,0,0.335,2,0.35
C00028382,1,0.325,2,0.35
C00028383,0,0.31,2,0.35
C00028384,1,0.319,2,0.35
C00028385,0,0.331,2,0.35
C00028386,0,0.361,2,0.35
C00028387,0,0.354,2,0.35
C00028388,0,0.338,2,0.35
C00028389,1,0.311,2,0.35
C00028390,0,0.306,2,0.35
C00028391,1,0.345,2,0.35
C00028392,0,0.362,2,0.35
C00028393,1,0.343,2,0.35
C00028394,0,0.335,2,0.35
C00028395,1,0.335,2,0.35
C00028396,0,0.327,2,0.35
C00028397,0,0.353,2,0.35
C00028398,1,0.357,2,0.35
C00028399,1,0.333,2,0.35
C00028400,0,0.327,2,0.35
C00028401,1,0.363,2,0.35
C00028402,0,0.32,2,0.35
C00028403,1,0.337,2,0.35
C00028404,0,0.28,2,0.35
C00028405,1,0.321,2,0.35
C00028406,0,0.332,2,0.35
C00028407,1,0.34,2,0.35
C00028408,1,0.356,2,0.35
C00028409,1,0.334,2,0.35
C00028410,1,0.333,2,0.35
C00028411,1,0.326,2,0.35
C00028412,0,0.338,2,0.35
C00028413,0,0.322,2,0.35
C00028414,0,0.288,2,0.35
C00028415,0,0.358,2,0.35
C00028416,0,0.327,2,0.35
C00028417,1,0.33,2,0.35
C00028418,0,0.311,2,0.35
C00028419,0,0.324,2,0.35
C00028420,0,0.323,2,0.35
C00028421,1,0.347,2,0.35
C00028422,0,0.319,2,0.35
C00028423,0,0.311,2,0.35
C00028424,0,0.337,2,0.35
C00028425,0,0.334,2,0.35
C00028426,0,0.314,2,0.35
C00028427,0,0.358,2,0.35
C00028428,1,0.348,2,0.35
C00028429,1,0.325,2,0.35
C00028430,0,0.313,2,0.35
C00028431,0,0.328,2,0.35
C00028432,0,0.347,2,0.35
C00028433,1,0.329,2,0.35
C00028434,1,0.371,2,0.35
C00028435,0,0.314,2,0.35
C00028436,0,0.319,2,0.35
C00028437,1,0.343,2,0.35
C00028438,0,0.311,2,0.35
C00028439,1,0.308,2,0.35
C00028440,0,0.322,2,0.35
C00028441,1,0.328,2,0.35
C00028442,0,0.319,2,0.35
C00028443,1,0.31,2,0.35
C00028444,1,0.348,2,0.35
C00028445,0,0.33,2,0.35
C00028446,1,0.35,2,0.35
C00028447,0,0.332,2,0.35
C00028448,0,0.333,2,0.35
C00028449,0,0.357,2,0.35
C00028450,0,0.328,2,0.35
C00028451,0,0.3,2,0.35
C00028452,0,0.327,2,0.35
C00028453,0,0.298,2,0.35
C00028454,0,0.341,2,0.35
C00028455,0,0.308,2,0.35
C00028456,0,0.331,2,0.35
C00028457,1,0.299,2,0.35
C00028458,0,0.303,2,0.35
C00028459,1,0.311,2,0.35
C00028460,0,0.325,2,0.35
C00028461,0,0.319,2,0.35
C00028462,0,0.331,2,0.35
C00028463,0,0.33,2,0.35
C00028464,0,0.332,2,0.35
C00028465,0,0.347,2,0.35
C00028466,0,0.318,2,0.35
C00028467,0,0.33,2,0.35
C00028468,1,0.36,2,0.35
C00028469,0,0.328,2,0.35
C00028470,0,0.332,2,0.35
C00028471,0,0.324,2,0.35
C00028472,0,0.369,2,0.35
C00028473,1,0.34,2,0.35
C00028474,0,0.323,2,0.35
C00028475,0,0.325,2,0.35
C00028476,0,0.325,2,0.35
C00028477,1,0.33,2,0.35
C00028478,0,0.342,2,0.35
C00028479,1,0.329,2,0.35
C00028480,1,0.335,2,0.35
C00028481,0,0.325,2,0.35
C00028482,1,0.331,2,0.35
C00028483,0,0.318,2,0.35
C00028484,0,0.301,2,0.35
C00028485,0,0.31,2,0.35
C00028486,0,0.333,2,0.35
C00028487,0,0.319,2,0.35
C00028488,1,0.325,2,0.35
C00028489,1,0.326,2,0.35
C00028490,1,0.322,2,0.35
C00028491,0,0.307,2,0.35
C00028492,0,0.332,2,0.35
C00028493,0,0.306,2,0.35
C00028494,1,0.319,2,0.35
C00028495,0,0.325,2,0.35
C00028496,0,0.339,2,0.35
C00028497,1,0.356,2,0.35
C00028498,1,0.345,2,0.35
C00028499,0,0.362,2,0.35
C00028500,0,0.311,2,0.35
C00028501,0,0.317,2,0.35
C00028502,1,0.357,2,0.35
C00028503,1,0.337,2,0.35
C00028504,1,0.344,2,0.35
C00028505,0,0.34,2,0.35
C00028506,0,0.336,2,0.35
C00028507,0,0.312,2,0.35
C00028508,0,0.342,2,0.35
C00028509,1,0.366,2,0.35
C00028510,0,0.337,2,0.35
C00028511,0,0.316,2,0.35
C00028512,0,0.349,2,0.35
C00028513,0,0.316,2,0.35
C00028514,0,0.348,2,0.35
C00028515,0,0.338,2,0.35
C00028516,0,0.303,2,0.35
C00028517,1,0.323,2,0.35
C00028518,1,0.319,2,0.35
C00028519,1,0.347,2,0.35
C00028520,0,0.314,2,0.35
C00028521,1,0.335,2,0.35
C00028522,0,0.323,2,0.35
C00028523,0,0.339,2,0.35
C00028524,0,0.345,2,0.35
C00028525,0,0.317,2,0.35
C00028526,1,0.329,2,0.35
C00028527,0,0.306,2,0.35
C00028528,0,0.305,2,0.35
C00028529,0,0.332,2,0.35
C00028530,0,0.333,2,0.35
C00028531,1,0.333,2,0.35
C00028532,0,0.346,2,0.35
C00028533,0,0.336,2,0.35
C00028534,1,0.32,2,0.35
C00028535,1,0.316,2,0.35
C00028536,0,0.315,2,0.35
C00028537,0,0.299,2,0.35
C00028538,1,0.332,2,0.35
C00028539,0,0.332,2,0.35
C00028540,0,0.326,2,0.35
C00028541,0,0.326,2,0.35
C00028542,0,0.313,2,0.35
C00028543,1,0.329,2,0.35
C00028544,1,0.348,2,0.35
