id_cliente,fecha_alta,ingreso_mensual,region,segmento
C00020683,2022-03-11,673694,XII,mass
C00020684,2023-07-08,1527642,II,mass_affluent
C00020685,2022-12-11,634178,XV,mass
C00020686,2018-01-07,639446,XIV,mass
C00020687,2024-09-09,4891813,X,pyme
C00020688,2024-08-16,492872,XIV,mass
C00020689,2023-06-12,3058342,IX,mass_affluent
C00020690,2021-11-24,459967,III,mass
C00020691,2018-02-19,1499782,IV,pyme
C00020692,2024-04-17,483806,X,mass
C00020693,2021-07-11,701889,XV,mass
C00020694,2022-10-11,300000,II,affluent
C00020695,2021-12-03,1990452,XII,mass_affluent
C00020696,2023-08-29,593257,XI,mass
C00020697,2019-12-10,878687,IV,mass
C00020698,2022-02-21,1231231,XI,mass
C00020699,2021-05-21,1872018,X,pyme
C00020700,2023-07-07,1693897,IX,mass_affluent
C00020701,2022-08-25,1398347,XVI,pyme
C00020702,2019-03-17,3493812,XI,pyme
C00020703,2019-11-26,886254,XV,mass
C00020704,2018-09-13,871222,VIII,mass_affluent
C00020705,2022-07-23,2178022,XIV,mass_affluent
C00020706,2024-06-02,2890128,IX,affluent
C00020707,2019-10-28,1414642,XI,mass_affluent
C00020708,2023-01-22,971789,IV,mass
C00020709,2019-01-19,3733811,VI,pyme
C00020710,2018-08-20,982459,XVI,mass_affluent
C00020711,2022-01-29,3928240,IX,affluent
C00020712,2021-07-18,809663,XII,mass
C00020713,2018-11-26,738426,IX,mass
C00020714,2019-12-22,1175850,II,mass_affluent
C00020715,2022-12-12,1611850,VII,mass_affluent
C00020716,2021-09-19,446477,VIII,mass
C00020717,2023-06-05,591363,VI,mass
C00020718,2019-11-03,658616,XVI,mass_affluent
C00020719,2022-06-12,3502715,XI,pyme
C00020720,2023-12-14,841491,XVI,mass
C00020721,2020-07-09,858913,XII,mass
C00020722,2024-11-29,684066,XI,mass
C00020723,2025-06-13,751029,VII,mass
C00020724,2023-09-10,751980,IX,mass
C00020725,2020-08-09,884550,III,mass
C00020726,2018-10-21,733058,III,mass_affluent
C00020727,2019-03-22,823542,RM,mass
C00020728,2021-07-01,913551,VI,mass
C00020729,2020-01-08,3091357,IX,pyme
C00020730,2022-10-09,1300849,V,mass
C00020731,2024-05-11,1632908,VIII,mass_affluent
C00020732,2023-08-20,1017749,VIII,mass
C00020733,2023-01-16,3952304,XIV,affluent
C00020734,2022-12-05,2258133,X,affluent
C00020735,2025-05-15,997823,XII,mass
C00020736,2020-01-21,539972,X,mass_affluent
C00020737,2020-05-09,1093615,VI,mass_affluent
C00020738,2020-11-06,973360,IX,mass
C00020739,2020-09-25,940064,XVI,mass_affluent
C00020740,2018-08-23,1072078,IV,mass
C00020741,2023-09-08,1061405,XVI,mass
C00020742,2020-09-25,3027168,III,pyme
C00020743,2018-06-14,874938,III,mass
C00020744,2024-01-26,743731,XI,mass
C00020745,2018-11-22,848654,XV,mass
C00020746,2019-12-22,3740100,XV,pyme
C00020747,2018-08-23,1091364,XV,mass
C00020748,2021-10-29,828023,XII,mass
C00020749,2025-05-14,836864,XI,mass_affluent
C00020750,2020-03-17,1361328,IV,mass_affluent
C00020751,2019-08-20,867184,IX,mass
C00020752,2021-05-01,3471868,VIII,pyme
C00020753,2019-09-08,909805,XII,mass
C00020754,2022-08-07,2151212,VII,mass_affluent
C00020755,2023-07-03,1164804,XIV,mass_affluent
C00020756,2018-01-22,633439,RM,mass
C00020757,2019-12-30,4006894,VII,affluent
C00020758,2022-01-17,1047804,XIV,mass_affluent
C00020759,2020-03-28,543391,XI,mass
C00020760,2023-05-07,816776,IX,mass
C00020761,2019-11-12,990811,XII,mass
C00020762,2020-08-21,3229997,III,affluent
C00020763,2021-04-21,300000,VI,mass
C00020764,2019-07-20,2337345,XII,pyme
C00020765,2018-11-08,615627,VII,mass
C00020766,2025-06-29,3938586,RM,pyme
C00020767,2024-12-10,1464773,IV,affluent
C00020768,2021-04-28,943891,XI,mass
C00020769,2024-11-16,804722,XII,mass
C00020770,2021-11-01,3267191,IX,affluent
C00020771,2021-05-06,1000028,XVI,mass
C00020772,2019-10-05,749112,XII,mass
C00020773,2020-04-09,3098753,XII,affluent
C00020774,2024-02-06,4589260,XI,pyme
C00020775,2021-07-08,2002036,XIV,mass_affluent
C00020776,2023-12-09,3932192,X,affluent
C00020777,2018-05-24,1949930,VIII,mass_affluent
C00020778,2019-02-24,2451273,III,mass_affluent
C00020779,2020-04-14,945688,V,mass
C00020780,2022-01-01,1563491,VI,mass_affluent
C00020781,2024-08-17,1818815,IX,mass_affluent
C00020782,2023-09-28,1223235,XVI,mass_affluent
C00020783,2023-01-13,3519401,IV,pyme
C00020784,2020-09-13,1057443,XI,mass
C00020785,2022-12-13,1336512,RM,mass_affluent
C00020786,2019-03-02,768510,RM,mass
C00020787,2021-03-10,888624,XII,mass
C00020788,2022-06-13,642601,III,mass
C00020789,2018-09-13,1263217,VIII,pyme
C00020790,2023-06-16,740892,III,mass
C00020791,2018-05-02,1538466,III,mass_affluent
C00020792,2021-03-03,1834566,V,mass_affluent
C00020793,2021-12-20,3559394,XIV,affluent
C00020794,2023-06-22,1479486,XI,mass_affluent
C00020795,2018-05-30,944682,IV,mass
C00020796,2022-12-27,669913,X,mass
C00020797,2018-08-23,748210,IV,mass_affluent
C00020798,2019-09-10,750342,III,mass
C00020799,2018-09-07,862803,VI,mass
C00020800,2024-10-25,655755,IV,mass
C00020801,2022-01-16,434661,VII,mass
C00020802,2022-10-31,1464274,VIII,pyme
C00020803,2021-05-05,1056884,XII,pyme
C00020804,2025-01-31,818461,X,mass_affluent
C00020805,2023-04-24,814902,X,mass
C00020806,2023-07-05,3930125,II,pyme
C00020807,2023-05-27,1521967,RM,mass_affluent
C00020808,2024-06-12,3915966,XVI,pyme
C00020809,2019-10-17,300000,XII,mass
C00020810,2022-07-11,850064,VI,mass
C00020811,2018-03-10,1783109,XIV,mass_affluent
C00020812,2025-02-27,1587341,RM,pyme
C00020813,2022-01-05,579336,X,mass
C00020814,2020-05-15,712074,X,mass
C00020815,2024-02-23,1947960,III,mass_affluent
C00020816,2023-08-18,1090805,XV,pyme
C00020817,2020-05-25,1090704,VI,mass_affluent
C00020818,2024-12-19,931137,VII,pyme
C00020819,2024-05-12,1802945,II,mass_affluent
C00020820,2020-10-31,2300147,IX,affluent
C00020821,2018-07-27,775782,XI,mass
C00020822,2023-12-12,919500,VII,mass
C00020823,2023-01-28,1251979,III,mass_affluent
C00020824,2020-06-18,767314,IV,mass_affluent
C00020825,2024-04-09,926567,IX,mass
C00020826,2024-12-01,944958,X,mass
C00020827,2025-04-30,2302473,IX,mass_affluent
C00020828,2025-02-13,3310884,VIII,affluent
C00020829,2023-07-29,818618,III,mass
C00020830,2022-05-14,2834089,VI,pyme
C00020831,2020-01-31,754731,XI,mass
C00020832,2024-08-18,792018,II,mass
C00020833,2019-02-15,650485,XII,mass
C00020834,2021-08-04,866547,XII,mass
C00020835,2021-06-25,871187,XV,mass
C00020836,2025-05-15,1417929,XV,mass_affluent
C00020837,2022-03-24,1029366,IX,mass_affluent
C00020838,2022-08-28,429262,XII,mass
C00020839,2021-03-16,2466894,RM,affluent
C00020840,2021-08-17,1734977,X,pyme
C00020841,2024-01-15,701165,V,mass
C00020842,2020-05-17,684916,XII,mass
C00020843,2024-09-07,1228923,X,mass
C00020844,2021-05-16,1305071,II,mass_affluent
C00020845,2019-12-06,466608,XVI,mass
C00020846,2019-07-21,1508872,VI,mass_affluent
C00020847,2022-07-28,1309401,III,mass_affluent
C00020848,2018-07-10,2429385,VI,mass_affluent
C00020849,2023-05-31,874373,X,mass
C00020850,2022-08-30,1024178,II,mass
C00020851,2022-04-11,807490,XIV,mass
C00020852,2019-06-02,3192039,XII,affluent
C00020853,2018-08-20,1233136,VI,mass_affluent
C00020854,2018-07-07,1474977,IX,mass_affluent
C00020855,2018-12-14,1048507,RM,mass_affluent
C00020856,2024-01-17,690317,XV,mass
C00020857,2021-08-22,878816,RM,mass
C00020858,2019-01-11,896333,X,mass
C00020859,2019-11-02,854686,XI,mass
C00020860,2019-08-17,647210,VII,mass
C00020861,2021-08-08,1354134,XIV,mass
C00020862,2019-07-10,1453443,XVI,mass_affluent
C00020863,2023-03-18,860714,VI,mass
C00020864,2024-01-08,1115680,II,mass
C00020865,2018-10-19,567184,RM,mass
C00020866,2018-05-07,755283,VI,mass
C00020867,2018-12-10,1258914,IV,mass
C00020868,2024-10-10,914360,III,mass
C00020869,2022-06-20,998718,IX,mass
C00020870,2025-02-01,2052706,VIII,pyme
C00020871,2019-02-15,697496,X,mass
C00020872,2021-04-19,530750,XVI,mass
C00020873,2019-05-14,1300251,IV,mass
C00020874,2020-04-13,687778,XI,mass
C00020875,2019-07-10,825247,VI,mass_affluent
C00020876,2023-02-01,1094142,XII,mass
C00020877,2022-08-22,2333943,XI,affluent
C00020878,2024-09-13,3346439,VII,pyme
C00020879,2020-03-07,1837082,III,mass_affluent
C00020880,2019-05-01,1059266,X,mass
C00020881,2018-11-13,451275,XVI,mass
C00020882,2020-03-12,893992,II,mass
C00020883,2019-06-26,956983,VII,mass_affluent
C00020884,2019-05-02,814736,XV,mass
C00020885,2018-08-21,1929019,VI,mass_affluent
C00020886,2019-03-22,371695,VII,mass
C00020887,2024-09-24,690084,V,mass
C00020888,2020-09-02,563460,X,mass
C00020889,2022-11-04,840359,XII,mass
C00020890,2019-02-21,941315,XIV,mass_affluent
C00020891,2020-06-23,1841406,XIV,mass_affluent
C00020892,2024-08-22,737986,XII,mass
C00020893,2025-01-21,786531,X,mass
C00020894,2025-01-20,3229890,VIII,affluent
C00020895,2022-08-12,300000,IX,mass
C00020896,2021-02-03,965925,VIII,mass_affluent
C00020897,2019-11-27,1164683,VIII,mass
C00020898,2022-10-01,884534,XVI,mass_affluent
C00020899,2020-10-13,972565,VII,mass_affluent
C00020900,2023-05-11,709954,X,mass
C00020901,2020-03-02,995179,XII,mass
C00020902,2023-04-15,453384,X,mass
C00020903,2023-03-14,733918,XIV,mass
C00020904,2023-02-02,2110557,VII,mass_affluent
C00020905,2018-08-02,879381,III,mass
C00020906,2020-07-22,552340,VII,mass
C00020907,2025-03-17,4034677,VII,affluent
C00020908,2021-04-04,2667270,XII,affluent
C00020909,2019-02-09,914604,XI,mass
C00020910,2018-07-03,1109030,XVI,mass_affluent
C00020911,2024-07-08,1047165,X,mass
C00020912,2020-12-08,1335225,IV,mass_affluent
C00020913,2020-05-04,855888,XI,mass
C00020914,2020-05-01,586516,V,mass_affluent
C00020915,2020-11-15,1174346,XII,mass
C00020916,2022-07-13,1126778,XVI,mass
C00020917,2020-05-18,1818385,VI,affluent
C00020918,2024-08-18,1183505,II,mass
C00020919,2019-01-02,465058,XII,mass
C00020920,2020-02-19,483922,XVI,mass
C00020921,2024-05-06,1396030,IX,mass_affluent
C00020922,2022-05-29,846328,XIV,mass
C00020923,2022-04-06,1944455,XIV,mass_affluent
C00020924,2025-03-26,777737,XI,mass
C00020925,2023-06-25,969421,III,mass_affluent
C00020926,2021-07-26,3787133,V,pyme
C00020927,2024-01-04,756664,IV,mass
C00020928,2021-01-01,1820956,RM,mass_affluent
C00020929,2023-02-23,1038779,XII,mass
C00020930,2022-02-24,660910,VIII,mass
C00020931,2018-09-27,1375931,III,mass_affluent
C00020932,2024-10-18,3653042,XII,affluent
C00020933,2022-07-19,3966655,XVI,affluent
C00020934,2018-06-28,1771707,XI,pyme
C00020935,2019-12-05,792640,II,mass
C00020936,2022-03-04,808277,X,mass_affluent
C00020937,2022-07-19,699544,XII,mass
C00020938,2020-01-20,4283328,RM,pyme
C00020939,2018-06-18,586656,VI,mass_affluent
C00020940,2024-10-04,1254785,V,mass
C00020941,2022-07-06,4844656,XIV,affluent
C00020942,2019-05-19,903828,XII,mass_affluent
C00020943,2023-12-31,1242704,XII,pyme
C00020944,2020-09-10,1509931,RM,mass_affluent
C00020945,2019-04-23,2596413,III,affluent
C00020946,2019-05-31,1065618,XI,mass
C00020947,2019-04-02,995217,XII,mass
C00020948,2020-01-02,1463275,II,mass_affluent
C00020949,2018-09-23,471852,XVI,mass
C00020950,2025-03-08,734363,IX,mass
C00020951,2018-01-01,5562612,III,pyme
C00020952,2018-08-21,2787453,XI,pyme
C00020953,2019-11-14,4242717,VII,pyme
C00020954,2022-03-27,897629,VII,mass
C00020955,2021-02-06,1238536,VI,mass
C00020956,2018-01-18,2442503,XV,pyme
C00020957,2020-11-26,1107969,VI,mass
C00020958,2021-04-18,1048007,XIV,mass
C00020959,2023-08-29,826570,IV,mass
C00020960,2019-08-14,3110381,VIII,affluent
C00020961,2021-12-02,437796,V,mass
C00020962,2024-07-11,710348,RM,mass
C00020963,2025-04-12,1428397,XII,mass
C00020964,2019-04-22,1254731,XIV,mass
C00020965,2021-01-27,1468985,RM,mass_affluent
C00020966,2021-02-25,1086325,III,mass_affluent
C00020967,2024-11-25,2131338,XIV,mass_affluent
C00020968,2024-10-05,879313,XV,mass
C00020969,2024-01-11,926140,XIV,mass
C00020970,2021-05-24,731543,V,mass
C00020971,2021-05-22,4328075,VIII,pyme
C00020972,2023-08-09,871911,XVI,mass
C00020973,2019-12-20,963643,V,mass
C00020974,2019-11-30,543471,XVI,mass
C00020975,2020-12-17,1595757,XVI,pyme
C00020976,2023-10-01,939099,IV,mass_affluent
C00020977,2018-02-10,917626,XIV,mass
C00020978,2022-09-11,1551978,RM,mass_affluent
C00020979,2018-07-22,471273,V,mass
C00020980,2021-11-20,1665960,X,mass_affluent
C00020981,2019-02-25,2671846,II,pyme
C00020982,2021-05-20,571597,XII,mass_affluent
C00020983,2022-03-26,2285263,IV,affluent
C00020984,2023-05-08,863321,IV,mass
C00020985,2023-05-24,543211,X,mass
C00020986,2018-09-05,1371274,RM,mass_affluent
C00020987,2018-01-13,1127599,VI,mass_affluent
C00020988,2020-02-07,405125,XV,mass
C00020989,2022-04-20,300000,XII,mass
C00020990,2020-02-12,504965,II,mass
C00020991,2022-05-14,1296579,XV,mass
C00020992,2020-07-29,1759442,XV,affluent
C00020993,2025-03-25,756158,XII,mass
C00020994,2024-05-20,2931378,II,affluent
C00020995,2020-04-05,1284445,XI,mass
C00020996,2022-12-10,463042,XIV,mass_affluent
C00020997,2019-01-17,1631742,RM,pyme
C00020998,2025-04-07,1642088,IV,mass_affluent
C00020999,2023-01-14,2867578,XIV,affluent
C00021000,2019-12-26,690651,V,mass
C00021001,2023-05-03,934673,II,mass
C00021002,2025-02-03,434168,XIV,mass_affluent
C00021003,2023-08-09,1342535,XIV,mass_affluent
C00021004,2020-04-17,1202471,IV,mass_affluent
C00021005,2021-05-21,1929410,XV,mass_affluent
C00021006,2019-12-19,300000,IV,mass
C00021007,2020-12-23,737167,II,mass
C00021008,2021-02-23,2249912,XII,pyme
C00021009,2023-12-05,1264818,VII,mass_affluent
C00021010,2019-12-20,1182373,III,mass_affluent
C00021011,2021-03-11,1407751,II,mass_affluent
C00021012,2022-11-28,3755855,III,pyme
C00021013,2023-12-28,3597345,RM,affluent
C00021014,2020-11-01,606771,V,mass
C00021015,2020-01-19,2219721,II,affluent
C00021016,2023-07-20,512535,XVI,mass
C00021017,2024-06-09,1036954,VI,mass
C00021018,2021-04-09,2338521,RM,affluent
C00021019,2022-09-30,476078,V,mass
C00021020,2024-05-11,804252,XIV,mass
C00021021,2025-05-20,1600745,IX,mass_affluent
C00021022,2022-09-29,2065786,VI,pyme
C00021023,2022-12-09,807401,IV,mass
C00021024,2018-08-29,1372305,IV,mass_affluent
C00021025,2019-06-24,905205,VIII,mass
C00021026,2018-04-09,846006,VII,mass
C00021027,2020-04-11,1135968,VII,mass_affluent
C00021028,2020-07-02,1780104,VII,mass_affluent
C00021029,2018-12-26,1028907,XV,mass_affluent
C00021030,2018-10-17,919062,VI,mass_affluent
C00021031,2019-10-22,2595995,XV,pyme
C00021032,2024-06-03,3289346,XI,affluent
C00021033,2021-02-17,992609,V,mass
C00021034,2023-01-28,2382169,IX,mass_affluent
C00021035,2023-07-26,540255,XVI,mass_affluent
C00021036,2020-06-19,631901,VI,mass
C00021037,2024-12-20,1519523,V,mass_affluent
C00021038,2023-01-07,2302486,VIII,mass_affluent
C00021039,2022-01-18,679683,V,mass
C00021040,2024-07-27,368350,VI,mass
C00021041,2020-04-24,505022,XII,mass
C00021042,2020-08-21,728165,XII,mass
C00021043,2018-04-24,3304738,XVI,affluent
C00021044,2023-08-26,1328996,XVI,mass
C00021045,2019-05-10,1129172,V,mass_affluent
C00021046,2019-09-27,1723240,XIV,mass_affluent
C00021047,2018-07-14,1037900,XVI,mass
C00021048,2022-01-20,634197,RM,mass
C00021049,2019-08-26,1194539,XV,mass
C00021050,2020-10-16,631213,XI,mass
C00021051,2023-03-19,517304,IV,mass
C00021052,2021-11-23,1161421,III,mass
C00021053,2021-04-26,2858218,RM,affluent
C00021054,2018-08-19,890706,VI,mass_affluent
C00021055,2025-02-05,665936,X,mass
C00021056,2024-09-29,596005,II,mass
C00021057,2020-08-23,2344717,XI,affluent
C00021058,2024-05-29,819475,XI,mass
C00021059,2022-01-10,1276618,X,mass_affluent
C00021060,2021-09-24,1289783,VIII,mass
C00021061,2023-08-11,1947197,XI,pyme
C00021062,2019-06-15,736549,XV,mass
C00021063,2024-05-06,1144605,XV,mass
C00021064,2018-05-20,2071497,XII,mass_affluent
C00021065,2022-12-21,962528,IX,mass
C00021066,2022-09-10,1248969,V,mass_affluent
C00021067,2021-08-27,1135030,IV,mass
C00021068,2021-11-25,677706,VI,mass
C00021069,2025-06-01,508471,XI,mass
C00021070,2019-01-22,1150504,X,mass_affluent
C00021071,2019-08-16,3697125,XV,affluent
C00021072,2020-01-20,708815,II,mass
C00021073,2018-02-08,3098849,VI,affluent
C00021074,2021-03-13,1916780,VI,affluent
C00021075,2021-11-15,980350,VII,mass
C00021076,2023-09-09,589827,X,mass
C00021077,2023-02-28,553643,VI,mass
C00021078,2018-05-12,721569,II,mass
C00021079,2023-10-19,797244,XIV,mass_affluent
C00021080,2022-02-23,543891,III,mass
C00021081,2018-12-23,556921,XII,mass
C00021082,2021-02-07,1564605,X,mass_affluent
C00021083,2025-05-20,596645,V,mass
C00021084,2025-03-05,3198158,RM,affluent
C00021085,2021-05-21,1368884,IV,mass_affluent
C00021086,2019-11-06,656652,II,mass
C00021087,2020-07-20,1083398,VI,mass
C00021088,2022-10-04,363077,XII,mass
C00021089,2023-07-15,3116662,VIII,pyme
C00021090,2018-12-03,490895,VII,mass
C00021091,2020-06-04,2083239,III,affluent
C00021092,2024-03-20,1859464,IX,pyme
C00021093,2021-04-10,717196,III,mass
C00021094,2018-10-09,1421821,XV,mass_affluent
C00021095,2023-04-10,1500841,VII,mass_affluent
C00021096,2024-07-22,646155,X,mass
C00021097,2018-12-20,300000,III,pyme
C00021098,2020-01-23,590267,XV,mass
C00021099,2023-03-04,3722059,III,affluent
C00021100,2021-05-04,1724231,IX,mass_affluent
C00021101,2021-02-26,919742,V,mass
C00021102,2019-04-16,709302,VI,mass
C00021103,2023-10-11,891486,XI,mass
C00021104,2020-08-04,653473,VII,mass
C00021105,2018-09-25,1255480,III,mass_affluent
C00021106,2020-06-28,623818,V,mass
C00021107,2019-06-12,3510403,XVI,pyme
C00021108,2021-07-22,300000,XII,mass
C00021109,2025-02-19,798898,XV,mass
C00021110,2020-03-18,798758,VI,mass
C00021111,2021-10-01,819271,VI,mass
C00021112,2019-01-14,1394932,IV,mass_affluent
C00021113,2023-04-16,1076865,II,mass
C00021114,2021-06-01,1456324,IV,mass_affluent
C00021115,2022-03-27,1329638,IV,mass_affluent
C00021116,2018-03-22,930735,VI,mass
C00021117,2023-10-15,370513,VIII,mass
C00021118,2018-02-03,586035,XI,mass
C00021119,2022-01-26,1031881,VIII,mass
C00021120,2023-03-22,1575113,VII,mass_affluent
C00021121,2020-12-24,418372,IV,mass
C00021122,2022-07-21,1423842,XI,mass
C00021123,2025-02-09,727311,IV,mass
C00021124,2020-08-26,577187,XIV,mass
C00021125,2018-09-27,631032,XV,pyme
C00021126,2021-06-26,4228551,IX,affluent
C00021127,2022-06-18,969240,RM,mass_affluent
C00021128,2022-02-21,671846,VI,mass
C00021129,2022-08-24,851175,VI,mass
C00021130,2019-08-03,300000,RM,mass
C00021131,2023-03-01,3695952,VII,affluent
C00021132,2024-04-28,544531,RM,mass
C00021133,2020-09-22,1038668,II,mass
C00021134,2022-07-23,1580555,III,mass_affluent
C00021135,2023-09-10,2010277,XII,mass_affluent
C00021136,2021-12-30,820783,III,mass
C00021137,2025-04-09,1026337,XII,mass
C00021138,2021-05-04,2902874,IV,pyme
C00021139,2020-03-14,755320,V,mass
C00021140,2018-06-01,2765895,III,pyme
C00021141,2019-12-18,300000,VII,mass
C00021142,2024-06-16,1705388,V,pyme
C00021143,2022-09-16,3776451,V,pyme
C00021144,2020-10-06,450907,XI,mass
C00021145,2025-02-17,2298761,XIV,affluent
C00021146,2023-06-22,391053,X,mass
C00021147,2020-08-13,327426,XVI,mass
C00021148,2023-10-21,672822,VII,mass
C00021149,2025-04-21,1644201,VII,mass_affluent
C00021150,2019-09-05,698015,XVI,mass
C00021151,2023-04-10,452229,III,mass
C00021152,2022-09-27,919685,IX,pyme
C00021153,2024-11-16,1894795,V,affluent
C00021154,2018-11-21,690272,IX,mass
C00021155,2024-10-02,526265,IV,mass
C00021156,2019-09-24,1038683,V,mass
C00021157,2021-11-15,585343,IX,mass
C00021158,2022-06-17,1741569,RM,pyme
C00021159,2019-09-11,2962025,XV,pyme
C00021160,2023-07-02,300000,XV,mass
C00021161,2020-10-15,1142736,VI,mass
C00021162,2019-08-17,971049,XIV,mass
C00021163,2022-04-13,964208,XIV,mass
C00021164,2019-06-27,579046,XIV,mass
C00021165,2024-01-17,548179,V,mass
C00021166,2024-06-19,611518,XVI,mass
C00021167,2018-03-29,666795,II,mass
C00021168,2023-03-05,4123927,V,affluent
C00021169,2021-05-25,453791,XV,mass_affluent
C00021170,2021-01-18,1090573,XI,mass
C00021171,2018-05-18,711351,VII,mass
C00021172,2022-09-20,3936005,V,affluent
C00021173,2025-03-18,861358,IV,mass
C00021174,2025-01-05,3500457,III,affluent
C00021175,2019-12-10,1003701,VI,mass
C00021176,2025-03-03,2189517,VI,pyme
C00021177,2018-09-17,527996,II,mass
C00021178,2019-04-16,1956497,VI,affluent
C00021179,2018-07-31,1006258,V,mass
C00021180,2020-07-25,4405166,II,affluent
C00021181,2021-04-21,1067285,RM,mass_affluent
C00021182,2021-08-10,1044609,XV,mass
C00021183,2020-12-07,1915762,X,mass_affluent
C00021184,2024-07-12,389061,VII,mass
C00021185,2024-04-06,998850,RM,mass
C00021186,2019-08-26,617640,XV,mass
C00021187,2020-08-28,2192184,X,mass_affluent
C00021188,2021-05-18,3120724,XII,affluent
C00021189,2020-10-29,1395474,X,mass
C00021190,2018-07-03,1430489,X,mass_affluent
C00021191,2024-11-26,1632396,IV,pyme
C00021192,2020-06-27,1717423,XV,mass_affluent
C00021193,2018-03-25,969651,V,mass
C00021194,2023-10-07,920223,XIV,mass
C00021195,2021-07-26,683540,II,mass
C00021196,2024-08-12,972965,V,mass
C00021197,2018-02-24,484964,XV,mass
C00021198,2019-09-20,645450,XII,affluent
C00021199,2019-10-16,1639554,XV,mass_affluent
C00021200,2021-05-04,2574955,V,mass_affluent
C00021201,2020-03-24,933785,V,mass
C00021202,2021-11-02,586558,XV,mass
C00021203,2023-05-29,1298804,II,mass_affluent
C00021204,2018-02-24,780738,IX,mass
C00021205,2022-06-26,1317617,VIII,pyme
C00021206,2022-10-09,532849,II,mass
C00021207,2019-09-14,874392,VII,mass
C00021208,2019-10-16,1676418,V,mass_affluent
C00021209,2020-07-22,994613,XI,mass_affluent
C00021210,2022-04-27,436096,IV,mass
C00021211,2022-08-15,1348392,XV,mass_affluent
C00021212,2023-05-07,669874,X,mass
C00021213,2020-03-27,935289,VI,mass
C00021214,2022-01-09,587283,XVI,mass
C00021215,2022-11-14,1610532,III,mass_affluent
C00021216,2019-03-12,1652215,XVI,mass_affluent
C00021217,2025-03-06,970983,VI,mass
C00021218,2018-04-26,1405359,XII,mass_affluent
C00021219,2021-05-20,1102791,XVI,mass_affluent
C00021220,2020-09-16,697873,XV,mass
C00021221,2022-11-18,725079,XV,mass
C00021222,2019-08-02,1269201,XI,mass
C00021223,2022-01-08,639896,V,mass
C00021224,2019-07-18,4636285,XI,pyme
C00021225,2021-08-17,2936942,II,affluent
C00021226,2024-06-22,672344,IV,mass
C00021227,2018-09-20,604504,XI,mass
C00021228,2022-06-15,501880,XI,mass
C00021229,2019-03-18,725296,V,mass
C00021230,2021-04-29,754062,XVI,mass
C00021231,2025-03-19,773758,VI,mass
C00021232,2022-07-22,1322924,XIV,mass
C00021233,2025-01-16,1116022,XV,mass
C00021234,2020-11-02,792687,VII,mass
C00021235,2018-08-03,668409,IV,mass
C00021236,2021-01-04,417049,RM,mass
C00021237,2023-02-05,835632,VI,mass
C00021238,2019-04-19,1017510,X,mass
C00021239,2023-03-21,1096778,XII,mass
C00021240,2022-08-31,1684285,III,pyme
C00021241,2023-02-17,430827,XII,mass
C00021242,2020-06-12,1443614,VIII,mass_affluent
C00021243,2023-10-14,889966,XV,mass
C00021244,2018-12-11,687031,XII,mass
C00021245,2023-07-18,887735,VI,mass
C00021246,2019-06-10,1382056,VI,mass_affluent
C00021247,2019-06-26,2541339,II,pyme
C00021248,2022-03-14,828752,XV,mass
C00021249,2022-08-03,751513,XVI,mass
C00021250,2021-10-13,798304,VI,mass_affluent
C00021251,2024-06-02,1072447,XIV,mass
C00021252,2018-09-15,621311,III,mass
C00021253,2022-08-04,542512,IV,affluent
C00021254,2021-06-26,738248,II,mass
C00021255,2023-03-23,1615380,XVI,mass_affluent
C00021256,2021-01-28,1000853,VI,mass
C00021257,2022-10-11,814991,IX,mass
C00021258,2024-08-22,2417728,XIV,pyme
C00021259,2020-12-01,801294,VII,mass
C00021260,2023-09-06,586930,XII,mass
C00021261,2023-11-27,677577,RM,mass
C00021262,2020-06-15,982694,XV,mass
C00021263,2021-04-16,636665,V,mass
C00021264,2018-04-27,799101,X,mass
C00021265,2024-03-12,657598,III,mass
C00021266,2022-08-07,606297,III,mass
C00021267,2022-03-12,1336155,III,mass_affluent
C00021268,2023-09-22,722065,XIV,mass
C00021269,2019-12-04,2162797,IX,pyme
C00021270,2024-07-19,834116,XV,mass
C00021271,2019-10-24,300000,VII,mass
C00021272,2023-06-07,1828925,IX,pyme
C00021273,2018-02-07,3413277,X,affluent
C00021274,2025-03-21,1113369,XII,mass
C00021275,2021-03-09,464636,IX,mass
C00021276,2023-12-03,1762552,XVI,affluent
C00021277,2018-05-26,818647,VIII,mass
C00021278,2021-02-02,1017976,XII,mass
C00021279,2020-12-25,573563,V,mass
C00021280,2021-02-18,1042254,RM,affluent
C00021281,2025-01-25,1545830,XII,mass_affluent
C00021282,2020-12-12,548633,IX,mass
C00021283,2019-03-25,4220839,IV,pyme
C00021284,2023-09-10,733515,III,mass
C00021285,2025-05-20,841397,RM,mass_affluent
C00021286,2021-11-27,539954,XI,mass
C00021287,2020-03-16,1497149,XII,mass_affluent
C00021288,2020-01-23,678288,V,mass
C00021289,2021-03-02,786915,XV,mass
C00021290,2024-02-28,1492260,VII,mass
C00021291,2020-06-15,1799696,IX,affluent
C00021292,2020-01-12,949995,III,mass
C00021293,2020-08-20,1092728,VII,mass
C00021294,2020-01-01,1059841,VI,mass
C00021295,2019-04-15,919709,VI,mass_affluent
C00021296,2019-06-12,1475776,IV,mass_affluent
C00021297,2021-03-23,401380,III,mass
C00021298,2025-02-09,958405,XI,mass
C00021299,2024-11-16,1191746,VIII,mass_affluent
C00021300,2022-08-25,844161,XI,mass
C00021301,2023-05-10,1104261,X,mass
