id_cliente,id_cuenta,limite,apr
C00029932,T00029932,1884198,0.2594
C00029933,T00029933,5000000,0.2864
C00029934,T00029934,1766888,0.2865
C00029935,T00029935,1465932,0.3267
C00029936,T00029936,3416172,0.2415
C00029937,T00029937,1188925,0.2941
C00029938,T00029938,4814657,0.2498
C00029939,T00029939,5000000,0.2004
C00029940,T00029940,2529864,0.3329
C00029941,T00029941,2550537,0.2838
C00029942,T00029942,1533509,0.2929
C00029943,T00029943,5000000,0.2692
C00029944,T00029944,2199947,0.3338
C00029945,T00029945,5000000,0.3137
C00029946,T00029946,5000000,0.238
C00029947,T00029947,5000000,0.248
C00029948,T00029948,3395359,0.3039
C00029949,T00029949,2801574,0.3434
C00029950,T00029950,4839113,0.2745
C00029951,T00029951,1650793,0.2718
C00029952,T00029952,1104879,0.2931
C00029953,T00029953,1243183,0.3278
C00029954,T00029954,5000000,0.2373
C00029955,T00029955,5000000,0.2231
C00029956,T00029956,679787,0.2722
C00029957,T00029957,2824462,0.2514
C00029958,T00029958,5000000,0.2269
C00029959,T00029959,789754,0.3107
C00029960,T00029960,5000000,0.2368
C00029961,T00029961,2993863,0.2418
C00029962,T00029962,2449592,0.3245
C00029963,T00029963,2024643,0.3247
C00029964,T00029964,2463740,0.2494
C00029965,T00029965,1696228,0.3412
C00029966,T00029966,1668373,0.2522
C00029967,T00029967,1771353,0.2797
C00029968,T00029968,3391054,0.3213
C00029969,T00029969,2247684,0.2505
C00029970,T00029970,2579774,0.3428
C00029971,T00029971,2205698,0.3073
C00029972,T00029972,2651878,0.2404
C00029973,T00029973,2331824,0.2996
C00029974,T00029974,5000000,0.2798
C00029975,T00029975,1762382,0.2376
C00029976,T00029976,1782918,0.3028
C00029977,T00029977,1734591,0.3492
C00029978,T00029978,5000000,0.314
C00029979,T00029979,2386104,0.2319
C00029980,T00029980,2134702,0.3061
C00029981,T00029981,1098323,0.3401
C00029982,T00029982,1559508,0.2537
C00029983,T00029983,2934488,0.2805
C00029984,T00029984,5000000,0.2868
C00029985,T00029985,1884349,0.2363
C00029986,T00029986,1767056,0.3383
C00029987,T00029987,2793995,0.3326
C00029988,T00029988,2984688,0.2862
C00029989,T00029989,5000000,0.3366
C00029990,T00029990,3196989,0.318
C00029991,T00029991,817212,0.2866
C00029992,T00029992,5000000,0.2289
C00029993,T00029993,2909583,0.306
C00029994,T00029994,2143460,0.3319
C00029995,T00029995,5000000,0.3233
C00029996,T00029996,4763605,0.3115
C00029997,T00029997,1463445,0.3173
C00029998,T00029998,5000000,0.2306
C00029999,T00029999,1696340,0.2386
C00030000,T00030000,1647071,0.3173
C00030001,T00030001,1958892,0.3192
C00030002,T00030002,2857865,0.3421
C00030003,T00030003,5000000,0.2928
C00030004,T00030004,1355168,0.2364
C00030005,T00030005,2881690,0.247
C00030006,T00030006,3223991,0.2866
C00030007,T00030007,1543921,0.311
C00030008,T00030008,4460613,0.3245
C00030009,T00030009,1750662,0.2915
C00030010,T00030010,5000000,0.249
C00030011,T00030011,3178502,0.2584
C00030012,T00030012,2728558,0.2785
C00030013,T00030013,5000000,0.2445
C00030014,T00030014,2020856,0.3165
C00030015,T00030015,5000000,0.2852
C00030016,T00030016,2948016,0.2703
C00030017,T00030017,3352410,0.3183
C00030018,T00030018,1409165,0.2516
C00030019,T00030019,1302246,0.2375
C00030020,T00030020,1739170,0.3077
C00030021,T00030021,3274548,0.3144
C00030022,T00030022,1160005,0.3105
C00030023,T00030023,996273,0.2303
C00030024,T00030024,5000000,0.2475
C00030025,T00030025,2600052,0.3213
C00030026,T00030026,2899953,0.246
C00030027,T00030027,5000000,0.2351
C00030028,T00030028,2183766,0.3127
C00030029,T00030029,1259522,0.3255
C00030030,T00030030,3051175,0.2036
C00030031,T00030031,5000000,0.2277
C00030032,T00030032,1275050,0.2804
C00030033,T00030033,2445161,0.3242
C00030034,T00030034,1673765,0.3484
C00030035,T00030035,2518402,0.2769
C00030036,T00030036,875221,0.2447
C00030037,T00030037,605194,0.3143
C00030038,T00030038,2240452,0.306
C00030039,T00030039,2022337,0.2745
C00030040,T00030040,4173645,0.3087
C00030041,T00030041,2598251,0.2694
C00030042,T00030042,1993238,0.3052
C00030043,T00030043,3042103,0.2867
C00030044,T00030044,2108722,0.2393
C00030045,T00030045,811606,0.2477
C00030046,T00030046,5000000,0.3003
C00030047,T00030047,2042778,0.3299
C00030048,T00030048,5000000,0.327
C00030049,T00030049,1263055,0.2559
C00030050,T00030050,5000000,0.2023
C00030051,T00030051,3311355,0.3245
C00030052,T00030052,5000000,0.2863
C00030053,T00030053,2532763,0.2302
C00030054,T00030054,5000000,0.2739
C00030055,T00030055,5000000,0.2958
C00030056,T00030056,1714530,0.329
C00030057,T00030057,5000000,0.2718
C00030058,T00030058,5000000,0.2471
C00030059,T00030059,1841072,0.3427
C00030060,T00030060,2913552,0.3022
C00030061,T00030061,3302291,0.3377
C00030062,T00030062,5000000,0.2826
C00030063,T00030063,4693860,0.3236
C00030064,T00030064,2435468,0.2854
C00030065,T00030065,3341462,0.3113
C00030066,T00030066,2366980,0.3214
C00030067,T00030067,1676660,0.2839
C00030068,T00030068,5000000,0.2324
C00030069,T00030069,1926059,0.3268
C00030070,T00030070,1511474,0.2974
C00030071,T00030071,1656994,0.2913
C00030072,T00030072,503733,0.2802
C00030073,T00030073,1395904,0.2711
C00030074,T00030074,2591966,0.2683
C00030075,T00030075,3429684,0.3415
C00030076,T00030076,5000000,0.2366
C00030077,T00030077,1768546,0.2988
C00030078,T00030078,5000000,0.2262
C00030079,T00030079,2504959,0.3205
C00030080,T00030080,2561617,0.2377
C00030081,T00030081,1678037,0.3489
C00030082,T00030082,2585223,0.2855
C00030083,T00030083,5000000,0.3149
C00030084,T00030084,2455881,0.2318
C00030085,T00030085,1818841,0.2978
C00030086,T00030086,2518141,0.2509
C00030087,T00030087,3469473,0.3122
C00030088,T00030088,3394083,0.2482
C00030089,T00030089,1317189,0.3324
C00030090,T00030090,1856497,0.335
C00030091,T00030091,1908375,0.3196
C00030092,T00030092,5000000,0.2286
C00030093,T00030093,1814887,0.3168
C00030094,T00030094,1439339,0.3076
C00030095,T00030095,3479263,0.3413
C00030096,T00030096,5000000,0.231
C00030097,T00030097,1650888,0.2642
C00030098,T00030098,1997280,0.3138
C00030099,T00030099,1283152,0.2548
C00030100,T00030100,2755552,0.2342
C00030101,T00030101,2403776,0.319
C00030102,T00030102,2146133,0.2768
C00030103,T00030103,5000000,0.3026
C00030104,T00030104,4029758,0.2659
C00030105,T00030105,5000000,0.2165
C00030106,T00030106,2628064,0.3094
C00030107,T00030107,3295768,0.2836
C00030108,T00030108,5000000,0.2849
C00030109,T00030109,2511228,0.3243
C00030110,T00030110,5000000,0.2217
C00030111,T00030111,2574950,0.2963
C00030112,T00030112,5000000,0.3134
C00030113,T00030113,2268712,0.329
C00030114,T00030114,3495001,0.2551
C00030115,T00030115,1683398,0.2656
C00030116,T00030116,2883280,0.2661
C00030117,T00030117,1632695,0.2673
C00030118,T00030118,3445832,0.2795
C00030119,T00030119,1785068,0.2305
C00030120,T00030120,5000000,0.2683
C00030121,T00030121,5000000,0.2698
C00030122,T00030122,5000000,0.2326
C00030123,T00030123,4637421,0.3244
C00030124,T00030124,4560988,0.2375
C00030125,T00030125,5000000,0.263
C00030126,T00030126,2261160,0.3053
C00030127,T00030127,2291787,0.2515
C00030128,T00030128,4815874,0.227
C00030129,T00030129,2385772,0.3383
C00030130,T00030130,3220744,0.275
C00030131,T00030131,4793604,0.2435
C00030132,T00030132,1682666,0.2836
C00030133,T00030133,1212969,0.2389
C00030134,T00030134,2696883,0.3163
C00030135,T00030135,2679002,0.3498
C00030136,T00030136,2815086,0.3105
C00030137,T00030137,5000000,0.3196
C00030138,T00030138,1431373,0.234
C00030139,T00030139,2047708,0.247
C00030140,T00030140,3285667,0.2896
C00030141,T00030141,1109818,0.2904
C00030142,T00030142,5000000,0.2569
C00030143,T00030143,943716,0.2507
C00030144,T00030144,5000000,0.2245
C00030145,T00030145,5000000,0.2461
C00030146,T00030146,5000000,0.2904
C00030147,T00030147,5000000,0.3139
C00030148,T00030148,5000000,0.2344
C00030149,T00030149,2143294,0.3254
C00030150,T00030150,3157147,0.3079
C00030151,T00030151,1923331,0.3028
C00030152,T00030152,2190489,0.3125
C00030153,T00030153,2155375,0.2566
C00030154,T00030154,3070517,0.242
C00030155,T00030155,3914298,0.2989
C00030156,T00030156,3243432,0.2654
C00030157,T00030157,3830899,0.2932
C00030158,T00030158,2611569,0.2924
C00030159,T00030159,3176353,0.2921
C00030160,T00030160,5000000,0.2435
C00030161,T00030161,1634335,0.35
C00030162,T00030162,5000000,0.2793
C00030163,T00030163,1505325,0.3487
C00030164,T00030164,1304004,0.2958
C00030165,T00030165,1392915,0.2366
C00030166,T00030166,1288563,0.2482
C00030167,T00030167,814700,0.3462
C00030168,T00030168,879313,0.2973
C00030169,T00030169,2903228,0.2718
C00030170,T00030170,5000000,0.3062
C00030171,T00030171,1066436,0.3009
C00030172,T00030172,5000000,0.2513
C00030173,T00030173,5000000,0.2569
C00030174,T00030174,1816296,0.3048
C00030175,T00030175,1469716,0.338
C00030176,T00030176,1618558,0.2694
C00030177,T00030177,5000000,0.296
C00030178,T00030178,1449037,0.2391
C00030179,T00030179,2681688,0.2592
C00030180,T00030180,3081737,0.3302
C00030181,T00030181,2049408,0.3308
C00030182,T00030182,1963055,0.3267
C00030183,T00030183,1836992,0.2566
C00030184,T00030184,5000000,0.2572
C00030185,T00030185,2378732,0.2931
C00030186,T00030186,1415465,0.3468
C00030187,T00030187,2409832,0.3134
C00030188,T00030188,1191468,0.245
C00030189,T00030189,2589692,0.3161
C00030190,T00030190,5000000,0.3255
C00030191,T00030191,1996501,0.2817
C00030192,T00030192,1228056,0.2591
C00030193,T00030193,4453514,0.2316
C00030194,T00030194,3656665,0.209
C00030195,T00030195,964183,0.2657
C00030196,T00030196,3455552,0.2652
C00030197,T00030197,5000000,0.2156
C00030198,T00030198,4950319,0.2402
C00030199,T00030199,2729141,0.2583
C00030200,T00030200,2874982,0.2557
C00030201,T00030201,3525303,0.2346
C00030202,T00030202,1823739,0.3038
C00030203,T00030203,5000000,0.339
C00030204,T00030204,1894521,0.2991
C00030205,T00030205,2262613,0.272
C00030206,T00030206,2047738,0.2807
C00030207,T00030207,3106444,0.3043
C00030208,T00030208,2964343,0.3437
C00030209,T00030209,1339715,0.277
C00030210,T00030210,2840559,0.2528
C00030211,T00030211,3586977,0.2819
C00030212,T00030212,1611664,0.2862
C00030213,T00030213,5000000,0.2646
C00030214,T00030214,1823898,0.308
C00030215,T00030215,3390245,0.2909
C00030216,T00030216,3323196,0.2681
C00030217,T00030217,2316479,0.2795
C00030218,T00030218,3231269,0.2337
C00030219,T00030219,2423544,0.2546
C00030220,T00030220,1900231,0.3201
C00030221,T00030221,4348198,0.2228
C00030222,T00030222,1613352,0.3085
C00030223,T00030223,830458,0.2847
C00030224,T00030224,2650863,0.2398
C00030225,T00030225,5000000,0.266
C00030226,T00030226,5000000,0.2234
C00030227,T00030227,2533798,0.2903
C00030228,T00030228,5000000,0.3085
C00030229,T00030229,1622029,0.2976
C00030230,T00030230,2286678,0.297
C00030231,T00030231,3651236,0.2627
C00030232,T00030232,3567342,0.2578
C00030233,T00030233,2000904,0.3104
C00030234,T00030234,1989700,0.3039
C00030235,T00030235,5000000,0.2491
C00030236,T00030236,4829789,0.3081
C00030237,T00030237,4411948,0.2388
C00030238,T00030238,5000000,0.283
C00030239,T00030239,5000000,0.2861
C00030240,T00030240,3211437,0.2467
C00030241,T00030241,3152984,0.2588
C00030242,T00030242,3004975,0.3165
C00030243,T00030243,997906,0.2792
C00030244,T00030244,3187361,0.3041
C00030245,T00030245,2685027,0.2855
C00030246,T00030246,2047013,0.3046
C00030247,T00030247,1614135,0.2917
C00030248,T00030248,3987851,0.3411
C00030249,T00030249,2051055,0.346
C00030250,T00030250,1080848,0.3083
C00030251,T00030251,5000000,0.2221
C00030252,T00030252,1516747,0.2536
C00030253,T00030253,1498749,0.2632
C00030254,T00030254,4270182,0.2473
C00030255,T00030255,2043314,0.309
C00030256,T00030256,5000000,0.2372
C00030257,T00030257,5000000,0.3017
C00030258,T00030258,1385070,0.2913
C00030259,T00030259,5000000,0.2439
C00030260,T00030260,2963197,0.3079
C00030261,T00030261,1106188,0.2917
C00030262,T00030262,1027795,0.3468
C00030263,T00030263,3020125,0.257
C00030264,T00030264,957773,0.3391
C00030265,T00030265,2430158,0.2421
C00030266,T00030266,1315287,0.3068
C00030267,T00030267,1345874,0.2348
C00030268,T00030268,5000000,0.2504
C00030269,T00030269,4042052,0.3242
C00030270,T00030270,2472249,0.2945
C00030271,T00030271,2970032,0.2776
C00030272,T00030272,5000000,0.2233
C00030273,T00030273,1894089,0.3039
C00030274,T00030274,2033816,0.3246
C00030275,T00030275,2678644,0.2325
C00030276,T00030276,968997,0.2798
C00030277,T00030277,3896235,0.3096
C00030278,T00030278,2374788,0.3141
C00030279,T00030279,2317830,0.292
C00030280,T00030280,1807812,0.2383
C00030281,T00030281,5000000,0.328
C00030282,T00030282,3586955,0.2457
C00030283,T00030283,5000000,0.2157
C00030284,T00030284,2267100,0.2522
C00030285,T00030285,1385436,0.2347
C00030286,T00030286,2044220,0.3064
C00030287,T00030287,2011697,0.3444
C00030288,T00030288,2231795,0.2703
C00030289,T00030289,826483,0.2867
C00030290,T00030290,1454727,0.2315
C00030291,T00030291,1915165,0.2732
C00030292,T00030292,2413786,0.3028
C00030293,T00030293,1525688,0.2311
C00030294,T00030294,2244285,0.2396
C00030295,T00030295,4857025,0.2359
C00030296,T00030296,1201257,0.3384
C00030297,T00030297,545710,0.3214
C00030298,T00030298,1067495,0.2695
C00030299,T00030299,5000000,0.2272
C00030300,T00030300,2002211,0.2914
C00030301,T00030301,5000000,0.296
C00030302,T00030302,3841757,0.2219
C00030303,T00030303,3606338,0.2285
C00030304,T00030304,1027213,0.2403
C00030305,T00030305,879100,0.3017
C00030306,T00030306,2483762,0.2603
C00030307,T00030307,5000000,0.2415
C00030308,T00030308,3748564,0.3202
C00030309,T00030309,2083716,0.2553
C00030310,T00030310,2302251,0.3075
C00030311,T00030311,1498443,0.2304
C00030312,T00030312,4201567,0.2681
C00030313,T00030313,3020312,0.3307
C00030314,T00030314,2320998,0.3021
C00030315,T00030315,579051,0.291
C00030316,T00030316,5000000,0.2994
C00030317,T00030317,694833,0.2679
C00030318,T00030318,2300001,0.2648
C00030319,T00030319,5000000,0.2659
C00030320,T00030320,2783413,0.2357
C00030321,T00030321,2007149,0.2823
C00030322,T00030322,5000000,0.2634
C00030323,T00030323,2695302,0.3113
C00030324,T00030324,760725,0.2308
C00030325,T00030325,2338900,0.3096
C00030326,T00030326,3039088,0.2396
C00030327,T00030327,2276785,0.2648
C00030328,T00030328,1166884,0.3
C00030329,T00030329,3188517,0.2438
C00030330,T00030330,3556449,0.287
C00030331,T00030331,2790533,0.3058
C00030332,T00030332,516034,0.2783
C00030333,T00030333,1289560,0.2487
C00030334,T00030334,3570608,0.2723
C00030335,T00030335,1369961,0.2885
C00030336,T00030336,5000000,0.3028
C00030337,T00030337,5000000,0.2134
C00030338,T00030338,3149120,0.2569
C00030339,T00030339,4480868,0.2971
C00030340,T00030340,1606533,0.2768
C00030341,T00030341,5000000,0.3388
C00030342,T00030342,1294090,0.2783
C00030343,T00030343,1793204,0.3303
C00030344,T00030344,1681089,0.235
C00030345,T00030345,5000000,0.2107
C00030346,T00030346,2374429,0.2543
C00030347,T00030347,5000000,0.2423
C00030348,T00030348,1047211,0.2355
C00030349,T00030349,2983449,0.3137
C00030350,T00030350,2881370,0.3259
C00030351,T00030351,1863285,0.2935
C00030352,T00030352,2719843,0.2412
C00030353,T00030353,2919519,0.2276
C00030354,T00030354,1651861,0.2818
C00030355,T00030355,1533384,0.2453
C00030356,T00030356,1382705,0.3265
C00030357,T00030357,2397725,0.2678
C00030358,T00030358,2385603,0.2427
C00030359,T00030359,2125741,0.3307
C00030360,T00030360,5000000,0.2159
C00030361,T00030361,1628570,0.2522
C00030362,T00030362,2553154,0.2894
C00030363,T00030363,2053907,0.26
C00030364,T00030364,5000000,0.2357
C00030365,T00030365,2475508,0.3228
C00030366,T00030366,3542072,0.323
C00030367,T00030367,4273743,0.265
C00030368,T00030368,4105617,0.263
C00030369,T00030369,5000000,0.2918
C00030370,T00030370,5000000,0.3203
C00030371,T00030371,4805360,0.2685
C00030372,T00030372,2586542,0.2489
C00030373,T00030373,1048592,0.3123
C00030374,T00030374,5000000,0.2442
C00030375,T00030375,3364288,0.3121
C00030376,T00030376,2487253,0.2307
C00030377,T00030377,4007292,0.2878
C00030378,T00030378,2556508,0.3085
C00030379,T00030379,2189448,0.2757
C00030380,T00030380,3303721,0.26
C00030381,T00030381,1498755,0.2708
C00030382,T00030382,4618857,0.2752
C00030383,T00030383,3211063,0.2259
C00030384,T00030384,5000000,0.266
C00030385,T00030385,1672692,0.2895
C00030386,T00030386,5000000,0.2788
C00030387,T00030387,5000000,0.2944
C00030388,T00030388,2245805,0.2613
C00030389,T00030389,3364563,0.2335
C00030390,T00030390,2322025,0.3294
C00030391,T00030391,850130,0.2734
C00030392,T00030392,626839,0.3242
C00030393,T00030393,2688565,0.3417
C00030394,T00030394,5000000,0.2338
C00030395,T00030395,1888485,0.2474
C00030396,T00030396,3033628,0.2722
C00030397,T00030397,1742926,0.3257
C00030398,T00030398,2000909,0.289
C00030399,T00030399,2295020,0.3485
C00030400,T00030400,3355540,0.2261
C00030401,T00030401,973608,0.318
C00030402,T00030402,5000000,0.2781
C00030403,T00030403,1192677,0.3376
C00030404,T00030404,3089133,0.2483
C00030405,T00030405,3294136,0.3297
C00030406,T00030406,2489475,0.2434
C00030407,T00030407,1402661,0.2479
C00030408,T00030408,5000000,0.2745
C00030409,T00030409,3508165,0.284
C00030410,T00030410,1947684,0.3057
C00030411,T00030411,5000000,0.2271
C00030412,T00030412,1761162,0.256
C00030413,T00030413,2332051,0.2614
C00030414,T00030414,742281,0.2515
C00030415,T00030415,3129934,0.2424
C00030416,T00030416,3062234,0.2853
C00030417,T00030417,1637026,0.2608
C00030418,T00030418,656919,0.2834
C00030419,T00030419,1986837,0.3298
C00030420,T00030420,1506066,0.3373
C00030421,T00030421,1890919,0.3397
C00030422,T00030422,5000000,0.2399
C00030423,T00030423,3938651,0.3016
C00030424,T00030424,2073366,0.2537
C00030425,T00030425,2450684,0.2502
C00030426,T00030426,1386899,0.3463
C00030427,T00030427,5000000,0.202
C00030428,T00030428,1321792,0.3188
C00030429,T00030429,5000000,0.2131
C00030430,T00030430,2264994,0.3213
C00030431,T00030431,4492999,0.293
C00030432,T00030432,4115021,0.2932
C00030433,T00030433,5000000,0.2781
C00030434,T00030434,880613,0.3263
C00030435,T00030435,2462496,0.2553
C00030436,T00030436,2310851,0.2902
C00030437,T00030437,5000000,0.3209
C00030438,T00030438,1607593,0.2883
C00030439,T00030439,4851756,0.2657
C00030440,T00030440,3826339,0.3242
C00030441,T00030441,2845648,0.2528
C00030442,T00030442,1419420,0.2569
C00030443,T00030443,784741,0.2608
C00030444,T00030444,1468591,0.262
C00030445,T00030445,5000000,0.3311
C00030446,T00030446,3307233,0.3022
C00030447,T00030447,832913,0.2579
C00030448,T00030448,4814101,0.3338
C00030449,T00030449,1406000,0.338
C00030450,T00030450,3135355,0.258
C00030451,T00030451,1655553,0.3368
C00030452,T00030452,1742240,0.3365
C00030453,T00030453,5000000,0.2432
C00030454,T00030454,1880224,0.34
C00030455,T00030455,2276590,0.3216
C00030456,T00030456,1995993,0.242
C00030457,T00030457,5000000,0.2044
C00030458,T00030458,2312366,0.3201
C00030459,T00030459,1723774,0.3147
C00030460,T00030460,1420956,0.2659
C00030461,T00030461,5000000,0.2975
C00030462,T00030462,5000000,0.2502
C00030463,T00030463,2557394,0.274
C00030464,T00030464,1956738,0.2842
C00030465,T00030465,1496946,0.3014
C00030466,T00030466,1609147,0.3178
C00030467,T00030467,4100520,0.2719
C00030468,T00030468,2478354,0.2878
C00030469,T00030469,1647834,0.2746
C00030470,T00030470,3063234,0.2623
C00030471,T00030471,1554649,0.2969
C00030472,T00030472,5000000,0.3032
C00030473,T00030473,1649235,0.2443
C00030474,T00030474,2627191,0.3042
C00030475,T00030475,3575684,0.2312
C00030476,T00030476,3500490,0.2365
C00030477,T00030477,758352,0.3324
C00030478,T00030478,4277424,0.2523
C00030479,T00030479,3109580,0.3263
C00030480,T00030480,1637337,0.2367
C00030481,T00030481,1733826,0.2849
C00030482,T00030482,2199599,0.3059
C00030483,T00030483,1786175,0.3294
C00030484,T00030484,3224078,0.2683
C00030485,T00030485,1362545,0.2675
C00030486,T00030486,2688551,0.2443
C00030487,T00030487,2394994,0.3159
C00030488,T00030488,2164814,0.2461
C00030489,T00030489,1756228,0.2901
C00030490,T00030490,732049,0.2564
C00030491,T00030491,2842454,0.2531
C00030492,T00030492,2432618,0.2584
C00030493,T00030493,5000000,0.216
C00030494,T00030494,5000000,0.3
C00030495,T00030495,2039654,0.3133
C00030496,T00030496,2324127,0.2753
C00030497,T00030497,980172,0.3495
C00030498,T00030498,2850938,0.2193
C00030499,T00030499,3191746,0.25
C00030500,T00030500,2874315,0.3352
C00030501,T00030501,2003267,0.3012
C00030502,T00030502,3551645,0.326
C00030503,T00030503,4160680,0.2544
C00030504,T00030504,3385311,0.3377
C00030505,T00030505,2036714,0.295
C00030506,T00030506,1288771,0.3026
C00030507,T00030507,2739478,0.2717
C00030508,T00030508,3315249,0.2819
C00030509,T00030509,4591401,0.2982
C00030510,T00030510,2414202,0.3254
C00030511,T00030511,1639832,0.3182
C00030512,T00030512,2354502,0.3014
C00030513,T00030513,3481053,0.2371
C00030514,T00030514,5000000,0.2392
C00030515,T00030515,3755308,0.2272
C00030516,T00030516,2787086,0.3129
C00030517,T00030517,3924338,0.2409
C00030518,T00030518,4666748,0.2262
C00030519,T00030519,1704481,0.3334
C00030520,T00030520,2778871,0.2346
C00030521,T00030521,2435743,0.3287
C00030522,T00030522,5000000,0.2467
C00030523,T00030523,4232643,0.2855
C00030524,T00030524,5000000,0.319
C00030525,T00030525,1728620,0.3365
C00030526,T00030526,1645631,0.2421
C00030527,T00030527,3353296,0.3096
C00030528,T00030528,5000000,0.2873
C00030529,T00030529,5000000,0.2617
C00030530,T00030530,1583166,0.2645
C00030531,T00030531,4998511,0.2297
C00030532,T00030532,5000000,0.2424
C00030533,T00030533,5000000,0.2604
C00030534,T00030534,5000000,0.2659
C00030535,T00030535,4748756,0.2141
C00030536,T00030536,1972437,0.2587
C00030537,T00030537,5000000,0.2653
C00030538,T00030538,1511492,0.3186
C00030539,T00030539,1455097,0.2378
C00030540,T00030540,4925882,0.2976
C00030541,T00030541,3746779,0.2712
C00030542,T00030542,3202709,0.2586
C00030543,T00030543,4427151,0.3126
C00030544,T00030544,1818248,0.2181
C00030545,T00030545,1760991,0.3274
C00030546,T00030546,3047702,0.2727
C00030547,T00030547,1608677,0.2364
C00030548,T00030548,4368281,0.276
C00030549,T00030549,5000000,0.2165
C00030550,T00030550,2108297,0.3057
C00030551,T00030551,2666351,0.3271
C00030552,T00030552,3197794,0.2803
C00030553,T00030553,5000000,0.3216
C00030554,T00030554,3101331,0.3444
C00030555,T00030555,5000000,0.2994
C00030556,T00030556,3424867,0.3009
C00030557,T00030557,2835339,0.3494
C00030558,T00030558,1212022,0.2879
C00030559,T00030559,2460698,0.2692
C00030560,T00030560,1198277,0.3024
C00030561,T00030561,1152451,0.2506
C00030562,T00030562,3915411,0.3109
C00030563,T00030563,4756129,0.2984
C00030564,T00030564,2671771,0.2766
C00030565,T00030565,1290775,0.3345
C00030566,T00030566,1261144,0.2736
C00030567,T00030567,5000000,0.2807
C00030568,T00030568,4967580,0.33
C00030569,T00030569,3755850,0.2324
C00030570,T00030570,2102841,0.2888
C00030571,T00030571,5000000,0.2288
C00030572,T00030572,5000000,0.2019
C00030573,T00030573,1449412,0.3117
C00030574,T00030574,1561528,0.2811
C00030575,T00030575,3128139,0.3293
C00030576,T00030576,2085897,0.2296
C00030577,T00030577,944078,0.3053
C00030578,T00030578,1734209,0.3259
C00030579,T00030579,1849912,0.2593
C00030580,T00030580,2123021,0.3335
C00030581,T00030581,3995772,0.2348
C00030582,T00030582,576702,0.2507
C00030583,T00030583,1847983,0.2476
C00030584,T00030584,4513324,0.3074
C00030585,T00030585,5000000,0.3032
C00030586,T00030586,816986,0.322
C00030587,T00030587,1852134,0.2599
C00030588,T00030588,1810674,0.3443
C00030589,T00030589,2156172,0.2714
C00030590,T00030590,5000000,0.209
C00030591,T00030591,5000000,0.3349
C00030592,T00030592,4307975,0.2459
C00030593,T00030593,3202961,0.3363
C00030594,T00030594,2361834,0.2352
C00030595,T00030595,4023171,0.255
C00030596,T00030596,3760679,0.3462
C00030597,T00030597,1869096,0.2646
C00030598,T00030598,849024,0.3481
C00030599,T00030599,2296009,0.2649
C00030600,T00030600,566295,0.2224
C00030601,T00030601,2258167,0.3221
C00030602,T00030602,5000000,0.225
C00030603,T00030603,3667911,0.2469
C00030604,T00030604,1743570,0.2448
C00030605,T00030605,5000000,0.284
C00030606,T00030606,1183238,0.2786
C00030607,T00030607,2723014,0.2521
C00030608,T00030608,1610614,0.2977
C00030609,T00030609,2636918,0.2954
C00030610,T00030610,1306440,0.2452
C00030611,T00030611,1585541,0.2979
C00030612,T00030612,3473177,0.233
C00030613,T00030613,5000000,0.3357
C00030614,T00030614,1338915,0.3012
C00030615,T00030615,732015,0.3498
C00030616,T00030616,1744373,0.3424
C00030617,T00030617,2837298,0.3141
C00030618,T00030618,1208247,0.2315
C00030619,T00030619,5000000,0.2653
C00030620,T00030620,1101889,0.3231
C00030621,T00030621,2008413,0.2335
C00030622,T00030622,1937774,0.3088
C00030623,T00030623,1711894,0.2426
C00030624,T00030624,2339741,0.239
C00030625,T00030625,724593,0.2878
C00030626,T00030626,2342756,0.2702
C00030627,T00030627,1771367,0.3091
C00030628,T00030628,1610781,0.3246
C00030629,T00030629,1428149,0.2858
C00030630,T00030630,5000000,0.3147
C00030631,T00030631,4899514,0.2471
C00030632,T00030632,3625876,0.2499
C00030633,T00030633,3422498,0.2915
C00030634,T00030634,1733949,0.34
C00030635,T00030635,2220674,0.2945
C00030636,T00030636,2536787,0.341
C00030637,T00030637,2645494,0.3436
C00030638,T00030638,1546894,0.2344
C00030639,T00030639,1515262,0.2663
C00030640,T00030640,5000000,0.3342
C00030641,T00030641,5000000,0.3146
C00030642,T00030642,1933527,0.3047
C00030643,T00030643,2218311,0.2508
C00030644,T00030644,5000000,0.2159
C00030645,T00030645,1919006,0.292
C00030646,T00030646,5000000,0.3274
C00030647,T00030647,4000766,0.2484
C00030648,T00030648,3012267,0.2212
C00030649,T00030649,5000000,0.2305
C00030650,T00030650,1044371,0.3371
C00030651,T00030651,5000000,0.3291
C00030652,T00030652,5000000,0.2697
C00030653,T00030653,613714,0.2531
C00030654,T00030654,1525236,0.3058
C00030655,T00030655,1164812,0.2795
C00030656,T00030656,5000000,0.224
C00030657,T00030657,5000000,0.2725
C00030658,T00030658,1320871,0.3296
C00030659,T00030659,2356231,0.2799
C00030660,T00030660,530134,0.2468
C00030661,T00030661,1644161,0.2246
C00030662,T00030662,2243690,0.3259
C00030663,T00030663,5000000,0.2594
C00030664,T00030664,1306188,0.2966
C00030665,T00030665,1046811,0.3411
C00030666,T00030666,1470648,0.2932
C00030667,T00030667,1808671,0.3146
C00030668,T00030668,1822060,0.2317
C00030669,T00030669,3988960,0.2971
C00030670,T00030670,2615691,0.3183
C00030671,T00030671,5000000,0.2032
C00030672,T00030672,1994176,0.2521
C00030673,T00030673,4755204,0.2713
